[[ 0.17855312  0.82144684]]
[[ 0.09579488  0.9042052 ]]
[[ 0.1277031   0.87229693]]
[[ 0.48018005  0.51981997]]
[[ 0.13824844  0.86175162]]
[[ 0.06139987  0.93860012]]
[[ 0.44669345  0.55330658]]
[[ 0.42526138  0.57473856]]
[[ 0.10070908  0.89929092]]
[[ 0.38184029  0.61815971]]
[[ 0.18950973  0.81049025]]
[[ 0.32018298  0.67981702]]
[[ 0.21532185  0.78467816]]
[[ 0.06777777  0.93222219]]
[[ 0.10248898  0.89751101]]
[[ 0.22616278  0.77383727]]
[[ 0.24254209  0.75745791]]
[[ 0.15905201  0.84094793]]
[[ 0.10891392  0.8910861 ]]
[[ 0.2862047  0.7137953]]
[[ 0.08771021  0.9122898 ]]
[[ 0.1149784   0.88502157]]
[[ 0.14181876  0.85818118]]
[[ 0.16197298  0.83802706]]
[[ 0.15759648  0.84240353]]
[[ 0.11487971  0.88512027]]
[[ 0.12939255  0.87060744]]
[[ 0.04615958  0.95384043]]
[[ 0.09654038  0.90345961]]
[[ 0.1247681   0.87523192]]
[[ 0.3304866  0.6695134]]
[[ 0.12007254  0.87992746]]
[[ 0.13115363  0.86884642]]
[[ 0.33645684  0.66354316]]
[[ 0.09490503  0.90509492]]
[[ 0.11345901  0.88654101]]
[[ 0.17538209  0.82461792]]
[[ 0.1125247   0.88747525]]
[[ 0.17549437  0.82450569]]
[[ 0.29313999  0.70686001]]
[[ 0.03898304  0.96101701]]
[[ 0.526546    0.47345394]]
[[ 0.16645619  0.83354378]]
[[ 0.72179449  0.27820551]]
[[ 0.13162714  0.86837286]]
[[ 0.25436869  0.74563122]]
[[ 0.14477095  0.85522902]]
[[ 0.28418583  0.71581417]]
[[ 0.78261483  0.2173852 ]]
[[ 0.91899645  0.08100356]]
[[ 0.05381623  0.9461838 ]]
[[ 0.09837968  0.90162033]]
[[ 0.03039182  0.96960819]]
[[ 0.10647696  0.89352304]]
[[ 0.17234953  0.82765043]]
[[ 0.17985862  0.82014138]]
[[ 0.09034207  0.90965796]]
[[ 0.4244189   0.57558107]]
[[ 0.75183272  0.24816726]]
[[ 0.50891477  0.49108523]]
[[ 0.11259416  0.88740581]]
[[ 0.12664244  0.87335753]]
[[ 0.30250421  0.69749582]]
[[ 0.47869512  0.52130485]]
[[ 0.13816731  0.86183268]]
[[ 0.15420531  0.84579474]]
[[ 0.11443713  0.8855629 ]]
[[ 0.13580026  0.86419976]]
[[ 0.06677636  0.93322361]]
[[ 0.10801852  0.89198148]]
[[ 0.06703683  0.93296319]]
[[ 0.42780063  0.57219934]]
[[ 0.43715829  0.56284165]]
[[ 0.35609105  0.64390886]]
[[ 0.06627589  0.93372411]]
[[ 0.24306457  0.75693542]]
[[ 0.11212057  0.88787937]]
[[ 0.30520791  0.69479203]]
[[ 0.09480219  0.90519786]]
[[ 0.10464962  0.89535046]]
[[ 0.42312634  0.57687366]]
[[ 0.10164648  0.89835352]]
[[ 0.09344521  0.90655476]]
[[ 0.19006963  0.80993038]]
[[ 0.11166776  0.88833219]]
[[ 0.11097489  0.88902509]]
[[ 0.17914186  0.82085812]]
[[ 0.52476972  0.47523022]]
