[[ 0.9077639   0.09223607]]
[[ 0.30129734  0.69870263]]
[[ 0.25077733  0.7492227 ]]
[[ 0.48221064  0.51778936]]
[[ 0.32705531  0.67294466]]
[[ 0.14400025  0.85599971]]
[[ 0.04265982  0.95734018]]
[[ 0.88731295  0.11268703]]
[[ 0.08277998  0.91722   ]]
[[ 0.0180349   0.98196512]]
[[ 0.78342605  0.21657394]]
[[ 0.10078137  0.89921862]]
[[ 0.07729563  0.92270434]]
[[ 0.55514205  0.44485798]]
[[ 0.08397431  0.9160257 ]]
[[ 0.0833967   0.91660321]]
[[ 0.08515506  0.91484487]]
[[ 0.07917579  0.92082417]]
[[ 0.08558358  0.91441637]]
[[ 0.08355243  0.91644752]]
[[ 0.08385707  0.91614294]]
[[ 0.08666999  0.91332996]]
[[ 0.08366236  0.91633761]]
[[ 0.08873452  0.91126549]]
[[ 0.0794954   0.92050457]]
[[ 0.07622228  0.9237777 ]]
[[ 0.07773121  0.92226875]]
[[ 0.08086489  0.91913509]]
[[ 0.78863621  0.21136387]]
[[ 0.14587547  0.85412455]]
[[ 0.03085634  0.96914363]]
[[ 0.31706837  0.6829316 ]]
[[ 0.01480985  0.98519009]]
[[ 0.39319095  0.60680908]]
[[ 0.01637065  0.98362929]]
[[ 0.95518821  0.04481183]]
[[ 0.65057045  0.34942958]]
[[ 0.07463441  0.92536557]]
[[ 0.08234568  0.9176544 ]]
[[ 0.07647185  0.92352819]]
[[ 0.08485308  0.91514689]]
[[ 0.16041954  0.83958048]]
[[ 0.08037445  0.91962552]]
[[ 0.08653779  0.91346228]]
[[ 0.08325177  0.91674817]]
[[ 0.08540598  0.91459405]]
[[ 0.08263504  0.91736495]]
[[ 0.08171161  0.91828835]]
[[ 0.07787886  0.92212117]]
[[ 0.08326498  0.91673505]]
[[ 0.08270414  0.91729581]]
[[ 0.14588918  0.85411078]]
[[ 0.0857521   0.91424793]]
[[ 0.08114605  0.91885394]]
[[ 0.09131261  0.90868741]]
[[ 0.08107345  0.9189266 ]]
[[ 0.08587556  0.91412443]]
[[ 0.08480166  0.91519833]]
[[ 0.08514871  0.91485125]]
[[ 0.08224174  0.91775829]]
[[ 0.08624423  0.91375577]]
[[ 0.08151117  0.9184888 ]]
[[ 0.08539291  0.91460711]]
[[ 0.08072025  0.91927975]]
[[ 0.08520558  0.91479439]]
[[ 0.08108436  0.91891563]]
[[ 0.08086795  0.91913211]]
[[ 0.08207433  0.91792572]]
[[ 0.08032287  0.91967714]]
[[ 0.08014696  0.91985303]]
[[ 0.08037131  0.91962868]]
[[ 0.07994797  0.92005211]]
[[ 0.42921317  0.57078683]]
[[ 0.08435259  0.91564745]]
[[ 0.07957539  0.92042458]]
[[ 0.08274071  0.91725934]]
[[ 0.08078949  0.91921055]]
[[ 0.07902668  0.9209733 ]]
[[ 0.07510489  0.92489511]]
[[ 0.08019594  0.91980404]]
[[ 0.06631781  0.9336822 ]]
[[ 0.08139735  0.91860271]]
[[ 0.07537402  0.92462593]]
[[ 0.08379102  0.91620898]]
[[ 0.02457141  0.97542858]]
[[ 0.29233956  0.70766044]]
[[ 0.07496299  0.92503709]]
[[ 0.32190672  0.67809331]]
[[ 0.09418643  0.90581357]]
[[ 0.27456358  0.72543633]]
[[ 0.21225512  0.78774488]]
[[ 0.65857285  0.34142715]]
[[ 0.18868785  0.81131214]]
[[ 0.14706707  0.85293293]]
[[ 0.03544685  0.96455318]]
[[ 0.00585443  0.99414551]]
[[ 0.1044329   0.89556712]]
[[ 0.00186993  0.99813002]]
[[ 0.65098667  0.34901333]]
[[ 0.20963167  0.79036832]]
[[ 0.09999698  0.90000308]]
[[ 0.13916573  0.8608343 ]]
[[ 0.25668994  0.74331009]]
[[ 0.00213717  0.99786288]]
[[ 0.08765285  0.9123472 ]]
[[ 0.11600193  0.8839981 ]]
[[ 0.07109362  0.92890638]]
[[ 0.14778757  0.85221243]]
[[ 0.10478105  0.89521897]]
[[ 0.1034444  0.8965556]]
[[ 0.09556384  0.90443611]]
[[ 0.3230668   0.67693323]]
[[ 0.11877493  0.88122505]]
[[ 0.07432918  0.92567086]]
[[ 0.02089831  0.97910166]]
[[ 0.09752614  0.90247381]]
[[ 0.43096027  0.56903976]]
[[ 0.14298506  0.85701495]]
[[ 0.18681324  0.81318676]]
[[ 0.0186056   0.98139441]]
[[ 0.03130519  0.96869475]]
[[ 0.18962567  0.81037438]]
[[ 0.19360827  0.80639178]]
[[ 0.03560087  0.96439916]]
[[ 0.10193386  0.89806616]]
[[ 0.11874877  0.88125116]]
[[ 0.06123781  0.93876219]]
[[ 0.02489332  0.97510672]]
[[ 0.27137843  0.72862154]]
[[ 0.35901931  0.64098072]]
[[ 0.08269573  0.91730428]]
[[ 0.3466098   0.65339017]]
[[ 0.03347735  0.96652269]]
[[ 0.46574789  0.53425211]]
[[ 0.09577073  0.90422922]]
[[ 0.57814729  0.42185271]]
[[ 0.03996433  0.96003562]]
[[ 0.3237029   0.67629713]]
[[ 0.97176862  0.02823136]]
[[ 0.08591588  0.91408408]]
[[ 0.86100006  0.13899997]]
[[ 0.03435191  0.96564806]]
[[ 0.01471851  0.98528153]]
[[ 0.1507123   0.84928769]]
[[ 0.0454481   0.95455194]]
[[ 0.06143837  0.93856168]]
[[ 0.06355744  0.93644249]]
[[ 0.11676325  0.88323671]]
[[ 0.11665022  0.88334984]]
[[ 0.03191817  0.96808183]]
[[ 0.15233763  0.84766239]]
[[ 0.73734945  0.26265055]]
[[ 0.16228911  0.83771086]]
[[ 0.09698715  0.90301281]]
[[ 0.95286101  0.04713899]]
[[ 0.11336052  0.88663948]]
[[ 0.73580778  0.26419228]]
[[ 0.05289984  0.94710016]]
[[ 0.15878969  0.84121031]]
[[ 0.09944171  0.90055829]]
[[ 0.09093384  0.90906614]]
[[ 0.04552036  0.95447969]]
[[ 0.15472265  0.84527731]]
[[ 0.11245744  0.88754261]]
[[ 0.30622521  0.69377482]]
[[ 0.54363561  0.45636448]]
[[ 0.546655    0.45334497]]
[[ 0.73050934  0.26949072]]
[[ 0.5559364   0.44406363]]
[[ 0.55350733  0.4464927 ]]
[[ 0.12931333  0.87068665]]
[[ 0.54951811  0.45048186]]
[[ 0.06043791  0.93956214]]
[[ 0.54651457  0.45348543]]
[[ 0.80318886  0.19681115]]
[[ 0.20297827  0.79702181]]
[[ 0.2889941   0.71100587]]
[[ 0.14944762  0.85055232]]
[[ 0.03610604  0.96389395]]
[[ 0.14186099  0.85813898]]
[[ 0.19867316  0.80132681]]
[[ 0.02170029  0.97829974]]
[[ 0.30456761  0.69543231]]
[[ 0.05152131  0.94847864]]
[[ 0.01633381  0.98366618]]
[[ 0.01794588  0.98205411]]
[[ 0.25589371  0.74410629]]
[[ 0.80565709  0.19434291]]
[[ 0.01609497  0.98390502]]
[[ 0.01719153  0.98280841]]
[[ 0.08539321  0.91460681]]
[[ 0.09022883  0.9097712 ]]
[[ 0.10565297  0.89434695]]
[[ 0.02020649  0.97979349]]
[[ 0.68865824  0.31134176]]
[[ 0.86128467  0.13871534]]
[[ 0.24935172  0.75064832]]
[[ 0.06837737  0.93162262]]
[[ 0.77260011  0.22739987]]
[[ 0.65022296  0.34977704]]
[[ 0.00189964  0.99810034]]
[[ 0.27942318  0.72057682]]
[[ 0.28719029  0.71280968]]
[[ 0.04840016  0.9515999 ]]
[[ 0.09768657  0.90231347]]
[[ 0.22564594  0.7743541 ]]
[[ 0.21761307  0.78238696]]
[[ 0.10859958  0.8914004 ]]
[[ 0.13553299  0.86446702]]
[[ 0.17397842  0.82602161]]
[[ 0.15027571  0.84972429]]
[[ 0.01597816  0.98402184]]
[[ 0.92435271  0.07564729]]
[[ 0.00996116  0.99003881]]
[[ 0.11673953  0.88326043]]
[[ 0.12150604  0.87849396]]
[[ 0.01682391  0.98317611]]
[[ 0.16599976  0.83400023]]
[[ 0.27828917  0.7217108 ]]
[[ 0.55078411  0.44921592]]
[[ 0.9826659   0.01733411]]
[[ 0.1750747   0.82492536]]
[[ 0.09222065  0.90777934]]
[[ 0.54251081  0.45748919]]
[[ 0.27951589  0.72048414]]
[[ 0.69702286  0.30297711]]
[[ 0.55894965  0.44105029]]
[[ 0.55103958  0.44896045]]
[[ 0.26877409  0.73122597]]
[[ 0.55697149  0.44302848]]
[[ 0.08799388  0.91200614]]
[[ 0.55007011  0.44992989]]
[[ 0.02123852  0.97876143]]
[[ 0.14782356  0.85217649]]
[[ 0.07936313  0.92063683]]
[[ 0.53946066  0.4605394 ]]
[[ 0.19073409  0.80926585]]
[[ 0.15390301  0.84609693]]
[[ 0.00164476  0.99835521]]
[[ 0.04613895  0.95386106]]
[[ 0.01786247  0.98213756]]
[[ 0.02423659  0.97576344]]
[[ 0.01449295  0.98550701]]
[[ 0.04466957  0.95533049]]
[[ 0.14051071  0.8594892 ]]
[[ 0.12718815  0.87281185]]
[[ 0.89982182  0.10017814]]
[[ 0.6508221   0.34917793]]
[[ 0.04230865  0.95769131]]
[[ 0.06283484  0.93716508]]
[[ 0.0764876   0.92351234]]
[[ 0.04299583  0.95700419]]
[[ 0.2956638   0.70433623]]
[[ 0.58115643  0.41884366]]
[[ 0.28100857  0.7189914 ]]
[[ 0.03921983  0.96078014]]
