[[ 0.0213045   0.97869557]]
[[ 0.08628208  0.91371799]]
[[ 0.09621222  0.90378773]]
[[ 0.02131462  0.97868538]]
[[ 0.07210919  0.92789084]]
[[ 0.0790048   0.92099518]]
[[ 0.07672869  0.92327136]]
[[ 0.07539753  0.92460251]]
[[ 0.1018952   0.89810485]]
[[ 0.08162799  0.91837198]]
[[ 0.09655874  0.90344131]]
[[ 0.09975396  0.90024608]]
[[ 0.05386017  0.94613981]]
[[ 0.08047581  0.91952425]]
[[ 0.33307132  0.66692865]]
[[ 0.08838546  0.9116146 ]]
[[ 0.02211693  0.9778831 ]]
[[ 0.0658768   0.93412328]]
[[ 0.80643612  0.19356388]]
[[ 0.02172984  0.97827017]]
[[ 0.0217135  0.9782865]]
[[ 0.06686631  0.93313372]]
[[ 0.10392449  0.89607549]]
[[ 0.08538374  0.91461629]]
[[ 0.05939577  0.94060427]]
[[ 0.06507041  0.93492961]]
[[ 0.43614197  0.56385809]]
[[ 0.07851361  0.92148644]]
[[ 0.10009125  0.89990872]]
[[ 0.02052128  0.97947866]]
[[ 0.12861319  0.87138677]]
[[ 0.06894983  0.93105024]]
[[ 0.0830439   0.91695613]]
[[ 0.02152576  0.9784742 ]]
[[ 0.12533376  0.87466621]]
[[ 0.06024271  0.93975729]]
[[ 0.08387782  0.91612214]]
[[ 0.10017695  0.89982307]]
[[ 0.05866252  0.94133753]]
[[ 0.07216142  0.92783856]]
[[ 0.06733688  0.93266308]]
[[ 0.06736807  0.93263191]]
[[ 0.02196784  0.97803211]]
[[ 0.02136729  0.97863275]]
[[ 0.10537808  0.89462197]]
[[ 0.09733869  0.90266138]]
[[ 0.10704051  0.89295948]]
[[ 0.09463784  0.90536219]]
[[ 0.09115466  0.90884537]]
[[ 0.07298587  0.92701411]]
[[ 0.0661318   0.93386817]]
[[ 0.02223848  0.97776151]]
[[ 0.06351875  0.9364813 ]]
[[ 0.17222917  0.82777083]]
[[ 0.11421614  0.88578385]]
[[ 0.39801043  0.60198951]]
[[ 0.69612926  0.30387077]]
[[ 0.02178324  0.97821677]]
[[ 0.06779289  0.93220705]]
[[ 0.06790354  0.93209642]]
[[ 0.10192391  0.89807606]]
[[ 0.93688881  0.06311125]]
[[ 0.07311931  0.92688072]]
[[ 0.80826372  0.1917363 ]]
[[ 0.78160667  0.21839324]]
[[ 0.26435894  0.73564106]]
[[ 0.02162427  0.97837573]]
[[ 0.03657326  0.96342677]]
[[ 0.02252704  0.9774729 ]]
[[ 0.0213909   0.97860914]]
[[ 0.16913401  0.83086604]]
[[ 0.06747741  0.93252265]]
[[ 0.06794233  0.93205762]]
[[ 0.06737645  0.93262351]]
[[ 0.10581936  0.89418066]]
[[ 0.02206008  0.9779399 ]]
[[ 0.11329616  0.88670391]]
[[ 0.06961484  0.93038511]]
[[ 0.10517198  0.89482802]]
[[ 0.02166833  0.97833169]]
[[ 0.02226018  0.97773987]]
[[ 0.02183034  0.97816968]]
[[ 0.02130142  0.97869861]]
[[ 0.02181693  0.97818303]]
[[ 0.02200147  0.9779985 ]]
[[ 0.06894501  0.93105501]]
[[ 0.02230543  0.97769463]]
[[ 0.02435851  0.97564155]]
[[ 0.022558    0.97744203]]
[[ 0.02240161  0.97759843]]
[[ 0.02191352  0.97808653]]
[[ 0.07015228  0.92984772]]
[[ 0.06572352  0.93427652]]
[[ 0.07406633  0.92593366]]
[[ 0.09989078  0.90010929]]
[[ 0.09174077  0.90825927]]
[[ 0.06325241  0.93674755]]
[[ 0.1214081  0.8785919]]
[[ 0.32580534  0.67419469]]
[[ 0.08887088  0.91112912]]
[[ 0.26417997  0.73582   ]]
[[ 0.02217037  0.97782964]]
[[ 0.02284081  0.9771592 ]]
[[ 0.10632063  0.89367938]]
[[ 0.12352868  0.87647134]]
[[ 0.02208534  0.97791469]]
[[ 0.02308058  0.97691947]]
[[ 0.02184152  0.97815847]]
[[ 0.07494394  0.92505604]]
[[ 0.02149822  0.9785018 ]]
[[ 0.27259567  0.72740436]]
[[ 0.0224928   0.97750717]]
[[ 0.01905568  0.98094428]]
[[ 0.02225749  0.97774249]]
[[ 0.02187412  0.97812587]]
[[ 0.31984881  0.68015116]]
[[ 0.02142101  0.97857898]]
[[ 0.02221463  0.97778535]]
[[ 0.0852233   0.91477662]]
[[ 0.28643677  0.71356326]]
[[ 0.09433153  0.90566844]]
[[ 0.06321956  0.93678039]]
[[ 0.07478841  0.92521155]]
[[ 0.09588156  0.90411842]]
[[ 0.12222964  0.87777036]]
[[ 0.33108279  0.66891724]]
[[ 0.07989958  0.92010045]]
[[ 0.0748036   0.92519641]]
[[ 0.09030461  0.90969539]]
[[ 0.07939896  0.92060107]]
[[ 0.08866917  0.91133082]]
[[ 0.09667566  0.90332437]]
[[ 0.07697821  0.92302173]]
[[ 0.19816677  0.80183327]]
[[ 0.13204151  0.86795849]]
[[ 0.0953272   0.90467286]]
[[ 0.10471265  0.89528733]]
[[ 0.09783436  0.90216565]]
[[ 0.09416934  0.90583068]]
[[ 0.15783797  0.84216207]]
[[ 0.09757692  0.90242308]]
[[ 0.11255165  0.88744831]]
[[ 0.09353139  0.90646857]]
[[ 0.09515207  0.90484792]]
[[ 0.27362603  0.72637397]]
[[ 0.22148058  0.77851945]]
[[ 0.6437692   0.35623083]]
[[ 0.02655087  0.97344911]]
[[ 0.05871538  0.9412846 ]]
[[ 0.0947639   0.90523612]]
[[ 0.30940437  0.69059557]]
[[ 0.09599329  0.90400666]]
[[ 0.01926473  0.98073524]]
[[ 0.02283847  0.97716147]]
[[ 0.01674289  0.98325711]]
[[ 0.60300684  0.39699319]]
[[ 0.05799753  0.94200242]]
[[ 0.09477875  0.90522128]]
[[ 0.07615844  0.9238416 ]]
[[ 0.0731459   0.92685413]]
[[ 0.50493121  0.49506876]]
[[ 0.10245473  0.89754528]]
[[ 0.09586987  0.90413016]]
[[ 0.05099504  0.94900495]]
[[ 0.07879668  0.92120332]]
[[ 0.10869697  0.891303  ]]
[[ 0.59943461  0.40056539]]
[[ 0.09874165  0.90125835]]
[[ 0.10070597  0.89929396]]
[[ 0.07590895  0.92409098]]
[[ 0.09720446  0.90279549]]
[[ 0.03860826  0.96139169]]
[[ 0.05194445  0.94805557]]
[[ 0.0512102   0.94878978]]
[[ 0.10281716  0.89718288]]
[[ 0.07662342  0.92337656]]
