[[ 0.16705579  0.83294421]]
[[ 0.16249461  0.8375054 ]]
[[ 0.73006284  0.26993722]]
[[ 0.10897788  0.89102215]]
[[ 0.91207683  0.08792318]]
[[ 0.22215553  0.77784449]]
[[ 0.09283715  0.9071629 ]]
[[ 0.23038439  0.76961559]]
[[ 0.22429603  0.77570397]]
[[ 0.17093571  0.82906431]]
[[ 0.30708054  0.69291949]]
[[ 0.90795624  0.09204378]]
[[ 0.16432504  0.83567494]]
[[ 0.16804011  0.83195984]]
[[ 0.16628261  0.83371741]]
[[ 0.16529861  0.83470142]]
[[ 0.21668008  0.78331995]]
[[ 0.17265467  0.82734531]]
[[ 0.90650266  0.09349738]]
[[ 0.17150605  0.82849395]]
[[ 0.04878092  0.95121908]]
[[ 0.17139857  0.82860136]]
[[ 0.62860441  0.37139556]]
[[ 0.72914898  0.27085102]]
[[ 0.9352206   0.06477942]]
[[ 0.16723657  0.83276337]]
[[ 0.40488958  0.59511036]]
[[ 0.16770844  0.83229154]]
[[ 0.11146118  0.88853884]]
[[ 0.51469541  0.48530453]]
[[ 0.8152234   0.18477657]]
[[ 0.87258524  0.12741473]]
[[ 0.20610864  0.79389137]]
[[ 0.16729304  0.83270693]]
[[ 0.9804197   0.01958031]]
[[ 0.10247005  0.8975299 ]]
[[ 0.17126441  0.82873565]]
[[ 0.90380079  0.09619918]]
[[ 0.94518811  0.05481191]]
[[ 0.67709482  0.32290521]]
[[ 0.50685531  0.49314478]]
[[ 0.54865944  0.45134053]]
[[ 0.10784677  0.8921532 ]]
[[ 0.40414363  0.59585637]]
[[ 0.17055784  0.82944214]]
[[ 0.16145326  0.83854675]]
[[ 0.68843806  0.31156194]]
[[ 0.37831438  0.62168562]]
[[ 0.67250466  0.32749531]]
[[ 0.27116227  0.72883773]]
[[ 0.44642794  0.55357212]]
[[ 0.8140111   0.18598896]]
[[ 0.16399837  0.83600169]]
[[ 0.24050982  0.75949013]]
[[ 0.35428265  0.64571732]]
[[ 0.54157519  0.45842472]]
[[ 0.53704041  0.46295962]]
[[ 0.12083212  0.87916791]]
[[ 0.90382308  0.09617697]]
[[ 0.1137462   0.88625383]]
[[ 0.16318569  0.83681428]]
[[ 0.11231054  0.88768947]]
[[ 0.16567008  0.8343299 ]]
[[ 0.1713046   0.82869536]]
[[ 0.16584152  0.83415848]]
[[ 0.55895627  0.44104376]]
[[ 0.65856344  0.34143654]]
[[ 0.20798367  0.79201639]]
[[ 0.11500618  0.88499385]]
[[ 0.2588717   0.74112827]]
[[ 0.16202843  0.83797157]]
[[ 0.33663127  0.6633687 ]]
[[ 0.90802681  0.09197313]]
[[ 0.34748989  0.65251005]]
[[ 0.52398872  0.47601125]]
[[ 0.23614793  0.76385206]]
[[ 0.14131767  0.85868227]]
[[ 0.16033988  0.83966017]]
[[ 0.16901653  0.83098352]]
[[ 0.53863168  0.46136835]]
[[ 0.37971008  0.62028992]]
[[ 0.97723502  0.02276491]]
[[ 0.11817217  0.88182789]]
[[ 0.77150178  0.22849829]]
[[ 0.24731733  0.75268269]]
[[ 0.9204663   0.07953369]]
[[ 0.68668634  0.3133136 ]]
[[ 0.88887477  0.11112519]]
[[ 0.38266844  0.61733162]]
[[ 0.51472878  0.48527116]]
[[ 0.96234608  0.03765395]]
[[ 0.56784004  0.43215996]]
[[ 0.59076333  0.4092367 ]]
[[ 0.16462317  0.8353768 ]]
[[ 0.87253654  0.1274635 ]]
[[ 0.03269807  0.96730196]]
[[ 0.73763716  0.2623629 ]]
[[ 0.09399434  0.90600568]]
[[ 0.9674288   0.03257124]]
[[ 0.3662551   0.63374496]]
[[ 0.40906721  0.59093279]]
[[ 0.45360807  0.54639184]]
[[ 0.41947314  0.58052689]]
