[[ 0.17646474  0.82353532]]
[[ 0.12075003  0.87924993]]
[[ 0.19519286  0.80480713]]
[[ 0.85815722  0.14184274]]
[[ 0.03986738  0.96013266]]
[[ 0.2580103   0.74198967]]
[[ 0.16147639  0.83852363]]
[[ 0.16608946  0.83391052]]
[[ 0.18195768  0.81804234]]
[[ 0.115762    0.88423795]]
[[ 0.12094563  0.87905431]]
[[ 0.15692152  0.84307849]]
[[ 0.18900898  0.81099099]]
[[ 0.18648203  0.81351799]]
[[ 0.04158979  0.9584102 ]]
[[ 0.05790807  0.94209194]]
[[ 0.09147069  0.90852928]]
[[ 0.03016398  0.969836  ]]
[[ 0.17862324  0.82137674]]
[[ 0.16408257  0.83591747]]
[[ 0.19516458  0.80483544]]
[[ 0.17311405  0.82688594]]
[[ 0.12770285  0.87229717]]
[[ 0.14966033  0.85033959]]
[[ 0.19667946  0.80332053]]
[[ 0.10563362  0.89436644]]
[[ 0.10799043  0.89200956]]
[[ 0.11920462  0.88079536]]
[[ 0.00561085  0.99438912]]
[[ 0.05500957  0.9449904 ]]
[[ 0.11610635  0.88389367]]
[[ 0.1336164   0.86638355]]
[[ 0.19482675  0.80517322]]
[[ 0.19029236  0.80970758]]
[[ 0.1969343   0.80306578]]
[[ 0.05773101  0.94226897]]
[[ 0.05342767  0.9465723 ]]
[[ 0.05449631  0.94550371]]
[[ 0.19401465  0.80598533]]
[[ 0.0978841   0.90211588]]
[[ 0.23550396  0.76449603]]
[[ 0.11196779  0.8880322 ]]
[[ 0.17186765  0.82813233]]
[[ 0.1920933   0.80790675]]
[[ 0.19769865  0.80230135]]
[[ 0.16251166  0.83748835]]
[[ 0.13884391  0.86115611]]
[[ 0.19808576  0.80191422]]
[[ 0.02537458  0.97462547]]
[[ 0.07338643  0.92661363]]
[[ 0.30606639  0.69393361]]
[[ 0.11233047  0.8876695 ]]
[[ 0.18867758  0.81132239]]
[[ 0.16904713  0.83095288]]
[[ 0.18673444  0.81326556]]
[[ 0.02225501  0.977745  ]]
