[[ 0.33551034  0.66448969]]
[[ 0.08480348  0.91519654]]
[[ 0.54975379  0.45024621]]
[[ 0.07256807  0.92743194]]
[[ 0.07821866  0.9217813 ]]
[[ 0.07595332  0.92404664]]
[[ 0.07774085  0.92225915]]
[[ 0.18221875  0.81778127]]
[[ 0.1032365   0.89676344]]
[[ 0.07829468  0.92170531]]
[[ 0.91704816  0.08295181]]
[[ 0.55269718  0.44730285]]
[[ 0.07708894  0.92291105]]
[[ 0.09704484  0.90295517]]
[[ 0.08034823  0.91965175]]
[[ 0.10855903  0.89144105]]
[[ 0.08439731  0.91560268]]
[[ 0.08068949  0.91931051]]
[[ 0.09562066  0.90437937]]
[[ 0.14989586  0.85010409]]
[[ 0.38335729  0.61664271]]
[[ 0.05702886  0.94297111]]
[[ 0.0774988   0.92250121]]
[[ 0.07906792  0.92093205]]
[[ 0.09017134  0.9098286 ]]
[[ 0.86669034  0.13330965]]
[[ 0.08165249  0.91834754]]
[[ 0.1196561   0.88034391]]
[[ 0.09270448  0.90729558]]
[[ 0.07641441  0.92358553]]
[[ 0.95820975  0.04179025]]
[[ 0.0840608   0.91593921]]
[[ 0.10835974  0.89164031]]
[[ 0.86821902  0.13178097]]
[[ 0.96452045  0.03547959]]
[[ 0.0194718   0.98052818]]
[[ 0.51270956  0.48729047]]
[[ 0.12908882  0.87091118]]
[[ 0.11523496  0.88476509]]
[[ 0.07747275  0.92252719]]
[[ 0.07478674  0.92521328]]
[[ 0.05774716  0.94225287]]
[[ 0.07512785  0.92487216]]
[[ 0.12272099  0.87727904]]
[[ 0.18277344  0.81722653]]
[[ 0.02907662  0.97092336]]
[[ 0.57806396  0.42193595]]
[[ 0.80629402  0.19370601]]
[[ 0.03340966  0.96659029]]
[[ 0.72935069  0.27064928]]
[[ 0.46343669  0.53656328]]
[[ 0.07775801  0.92224199]]
[[ 0.08161124  0.91838878]]
[[ 0.08068868  0.91931129]]
[[ 0.11848266  0.88151735]]
[[ 0.13228728  0.8677128 ]]
[[ 0.55231553  0.44768447]]
[[ 0.08023878  0.91976124]]
[[ 0.50620979  0.49379027]]
[[ 0.68680102  0.31319895]]
[[ 0.07800287  0.92199707]]
[[ 0.08017357  0.91982639]]
[[ 0.07762952  0.92237049]]
[[ 0.10780136  0.89219868]]
[[ 0.11639553  0.88360453]]
[[ 0.87448484  0.12551509]]
[[ 0.01528481  0.98471522]]
[[ 0.20807217  0.79192781]]
[[ 0.07656585  0.92343414]]
[[ 0.53990763  0.46009237]]
[[ 0.03822649  0.96177351]]
[[ 0.08129083  0.9187091 ]]
[[ 0.07623997  0.92376006]]
[[ 0.43090743  0.56909257]]
[[ 0.07819877  0.92180127]]
[[ 0.12713197  0.872868  ]]
[[ 0.11088737  0.88911265]]
[[ 0.0783839   0.92161614]]
[[ 0.5922761   0.40772393]]
[[ 0.07880791  0.92119205]]
[[ 0.77148414  0.22851579]]
[[ 0.18011951  0.81988049]]
[[ 0.12779835  0.87220168]]
[[ 0.08300184  0.91699809]]
[[ 0.73037654  0.26962355]]
[[ 0.07968029  0.92031968]]
[[ 0.86023998  0.13976002]]
[[ 0.88709629  0.11290371]]
[[ 0.15779716  0.84220284]]
[[ 0.96197402  0.03802591]]
[[ 0.0832449   0.91675508]]
[[ 0.34433886  0.65566111]]
[[ 0.05646848  0.94353145]]
[[ 0.09597516  0.90402478]]
[[ 0.11388625  0.88611382]]
[[ 0.34975186  0.65024811]]
[[ 0.24601664  0.75398338]]
[[ 0.16384317  0.83615685]]
[[ 0.09567702  0.90432292]]
[[ 0.08078924  0.91921073]]
[[ 0.08103441  0.91896558]]
[[ 0.09015135  0.90984863]]
[[ 0.06586435  0.93413562]]
[[ 0.07636325  0.92363667]]
[[ 0.12723027  0.87276971]]
[[ 0.18023169  0.81976831]]
[[ 0.07848636  0.92151368]]
[[ 0.8670541   0.13294585]]
[[ 0.95894068  0.04105927]]
[[ 0.08245401  0.91754597]]
[[ 0.07678679  0.92321324]]
[[ 0.31886783  0.6811322 ]]
[[ 0.0714312   0.92856884]]
[[ 0.12495423  0.87504578]]
[[ 0.10361334  0.89638668]]
[[ 0.85643774  0.14356226]]
[[ 0.08768084  0.91231918]]
[[ 0.15623392  0.84376603]]
[[ 0.35825381  0.64174616]]
[[ 0.25460446  0.74539548]]
[[ 0.55472076  0.44527927]]
[[ 0.18653788  0.81346214]]
[[ 0.0443763   0.95562369]]
[[ 0.07798722  0.92201281]]
[[ 0.07793216  0.92206782]]
[[ 0.13803469  0.86196536]]
[[ 0.06221297  0.937787  ]]
[[ 0.07906135  0.92093861]]
[[ 0.84385967  0.15614034]]
[[ 0.87755656  0.12244339]]
[[ 0.55600375  0.44399628]]
[[ 0.20817882  0.79182124]]
[[ 0.08275621  0.91724378]]
[[ 0.50294155  0.49705845]]
[[ 0.17285086  0.82714909]]
[[ 0.15222254  0.84777749]]
