[[ 0.40527824  0.59472179]]
[[ 0.31908718  0.68091279]]
[[ 0.41272667  0.58727336]]
[[ 0.36197862  0.63802135]]
[[ 0.16629727  0.83370268]]
[[ 0.40079251  0.59920746]]
[[ 0.48733243  0.5126676 ]]
[[ 0.20086475  0.79913521]]
[[ 0.41685548  0.58314455]]
[[ 0.42043406  0.57956594]]
[[ 0.16305467  0.83694535]]
[[ 0.10079121  0.89920878]]
[[ 0.80710906  0.19289093]]
[[ 0.73817217  0.26182777]]
[[ 0.40479314  0.59520686]]
[[ 0.40193579  0.59806424]]
[[ 0.39521056  0.60478944]]
[[ 0.40237701  0.59762299]]
[[ 0.39564666  0.60435331]]
[[ 0.42197344  0.57802653]]
[[ 0.39945883  0.60054117]]
[[ 0.39143676  0.6085633 ]]
[[ 0.04015025  0.95984977]]
[[ 0.39990228  0.60009778]]
[[ 0.39219251  0.60780746]]
[[ 0.29349235  0.70650762]]
[[ 0.05918749  0.94081253]]
[[ 0.12013608  0.87986386]]
[[ 0.66448015  0.33551985]]
[[ 0.42974529  0.57025468]]
[[ 0.41528755  0.58471239]]
[[ 0.1263621   0.87363786]]
[[ 0.42600754  0.57399243]]
[[ 0.08638604  0.91361398]]
[[ 0.40916669  0.59083325]]
[[ 0.09775098  0.90224904]]
[[ 0.40416989  0.59583008]]
[[ 0.40466869  0.59533131]]
[[ 0.21840385  0.78159624]]
[[ 0.31272087  0.68727916]]
[[ 0.22156575  0.77843422]]
[[ 0.39096415  0.60903585]]
[[ 0.39164197  0.60835803]]
[[ 0.02854006  0.97145993]]
[[ 0.10839411  0.89160591]]
[[ 0.02623819  0.97376174]]
[[ 0.40183452  0.59816545]]
[[ 0.08668877  0.91331118]]
[[ 0.40242466  0.59757531]]
[[ 0.13419053  0.86580944]]
[[ 0.40060928  0.59939075]]
[[ 0.22242115  0.77757889]]
[[ 0.41363052  0.58636951]]
[[ 0.08572488  0.91427517]]
[[ 0.46190664  0.53809339]]
[[ 0.70771152  0.29228848]]
[[ 0.3716222   0.62837785]]
[[ 0.41009176  0.5899083 ]]
[[ 0.27800253  0.7219975 ]]
