[[ 0.70087945  0.29912058]]
[[ 0.11876489  0.88123506]]
[[ 0.16104977  0.83895022]]
[[ 0.07975391  0.92024606]]
[[ 0.04889298  0.95110703]]
[[ 0.14509185  0.85490811]]
[[ 0.91137695  0.08862306]]
[[ 0.09782626  0.90217376]]
[[ 0.15510806  0.84489197]]
[[ 0.05850964  0.94149041]]
[[ 0.09293634  0.90706366]]
[[ 0.0606731   0.93932688]]
[[ 0.74904054  0.2509594 ]]
[[ 0.21604285  0.78395712]]
[[ 0.06776551  0.93223453]]
[[ 0.96452457  0.03547546]]
[[ 0.06483392  0.93516606]]
[[ 0.07709825  0.92290169]]
[[ 0.10084386  0.89915615]]
[[ 0.13388526  0.86611474]]
[[ 0.46529746  0.53470254]]
[[ 0.48365617  0.51634377]]
[[ 0.41242036  0.58757955]]
[[ 0.40932313  0.59067684]]
[[ 0.45170948  0.54829049]]
[[ 0.01076719  0.98923278]]
[[ 0.60312968  0.39687032]]
[[ 0.18561566  0.81438434]]
[[ 0.13466087  0.86533916]]
[[ 0.03593894  0.96406108]]
[[ 0.05047349  0.94952649]]
[[ 0.13650182  0.86349821]]
[[ 0.50442868  0.49557126]]
[[ 0.07687001  0.92313004]]
[[ 0.10576608  0.89423388]]
[[ 0.5954628   0.40453726]]
[[ 0.18079221  0.81920779]]
[[ 0.13355799  0.86644197]]
[[ 0.38165021  0.61834979]]
[[ 0.0093252   0.99067479]]
[[ 0.10695349  0.8930465 ]]
[[ 0.07766768  0.92233235]]
[[ 0.55061263  0.44938728]]
[[ 0.20042378  0.79957628]]
[[ 0.58002275  0.41997725]]
[[ 0.04161751  0.95838249]]
[[ 0.09591435  0.9040857 ]]
[[ 0.06616179  0.93383819]]
[[ 0.32694915  0.67305088]]
[[ 0.32545888  0.67454118]]
[[ 0.10564077  0.89435917]]
[[ 0.10616402  0.89383602]]
[[ 0.00953729  0.99046272]]
[[ 0.69778621  0.30221379]]
[[ 0.00183433  0.99816567]]
[[ 0.69950968  0.30049032]]
[[ 0.33026969  0.66973025]]
[[ 0.14450404  0.85549593]]
[[ 0.04797607  0.95202386]]
[[ 0.37340242  0.62659758]]
[[ 0.16532364  0.83467633]]
[[ 0.30947575  0.69052416]]
[[ 0.26772979  0.73227024]]
[[ 0.59475976  0.40524027]]
[[ 0.02299913  0.97700089]]
[[ 0.42157447  0.57842553]]
[[ 0.13377836  0.86622161]]
[[ 0.17216533  0.82783473]]
[[ 0.0721682   0.92783177]]
[[ 0.49353841  0.50646156]]
[[ 0.8389855   0.16101456]]
[[ 0.57988375  0.42011622]]
[[ 0.39433229  0.60566771]]
[[ 0.05675013  0.94324988]]
[[ 0.88458127  0.11541868]]
[[ 0.09140597  0.90859401]]
[[ 0.88973063  0.11026943]]
[[ 0.21633688  0.78366315]]
[[ 0.04085208  0.95914793]]
[[ 0.41648871  0.58351123]]
[[ 0.41474801  0.58525199]]
[[ 0.03391865  0.96608132]]
[[ 0.25260019  0.74739987]]
[[ 0.11343049  0.8865695 ]]
[[ 0.57379591  0.42620414]]
[[ 0.10187998  0.89812005]]
[[ 0.90422577  0.09577427]]
[[ 0.23605484  0.7639451 ]]
[[ 0.79677421  0.20322572]]
[[ 0.1164971  0.8835029]]
[[ 0.14224784  0.8577522 ]]
[[ 0.13629957  0.86370051]]
[[ 0.86075759  0.13924237]]
[[ 0.06059885  0.93940115]]
[[ 0.7997449   0.20025516]]
[[ 0.54997933  0.45002067]]
[[ 0.8269915   0.17300855]]
[[ 0.10134848  0.89865148]]
[[ 0.08177433  0.91822559]]
[[ 0.11009949  0.88990051]]
[[ 0.16376826  0.83623171]]
[[ 0.05520083  0.94479913]]
[[ 0.12918584  0.8708142 ]]
[[ 0.03874585  0.96125412]]
[[ 0.11710616  0.88289392]]
[[ 0.90786755  0.09213251]]
[[ 0.36932012  0.63067991]]
[[ 0.35466462  0.64533538]]
[[ 0.11207367  0.88792634]]
[[ 0.220814    0.77918601]]
[[ 0.44028211  0.55971795]]
[[ 0.07268211  0.92731792]]
[[ 0.11345097  0.886549  ]]
[[ 0.33425412  0.66574597]]
[[ 0.15305549  0.84694457]]
[[ 0.03976882  0.96023113]]
[[ 0.05505384  0.94494611]]
[[ 0.07057635  0.92942363]]
[[ 0.21790659  0.78209341]]
[[ 0.13218772  0.86781234]]
[[ 0.07926     0.92074001]]
[[ 0.05310812  0.9468919 ]]
[[ 0.33894399  0.66105604]]
[[ 0.24750574  0.75249434]]
[[ 0.35591629  0.64408368]]
[[ 0.12651397  0.87348604]]
[[ 0.07836425  0.92163575]]
[[ 0.46149865  0.53850132]]
[[ 0.77068925  0.22931075]]
[[ 0.11922772  0.88077223]]
[[ 0.61318004  0.38682005]]
[[ 0.08566546  0.91433454]]
[[ 0.19778734  0.80221266]]
[[ 0.0927833   0.90721667]]
[[ 0.07651673  0.92348325]]
[[ 0.09272396  0.90727603]]
[[ 0.77777469  0.22222535]]
[[ 0.12450364  0.87549639]]
[[ 0.78680032  0.21319963]]
[[ 0.14176363  0.85823637]]
[[ 0.02425825  0.97574174]]
[[ 0.02663065  0.97336936]]
[[ 0.54542089  0.45457906]]
[[ 0.08018228  0.91981775]]
[[ 0.14527282  0.85472721]]
[[ 0.10060295  0.89939708]]
[[ 0.70924389  0.29075605]]
[[ 0.10240591  0.89759403]]
[[ 0.87931317  0.12068683]]
[[ 0.07618245  0.92381757]]
[[ 0.48578778  0.51421219]]
[[ 0.20673816  0.79326189]]
[[ 0.11597904  0.88402092]]
[[ 0.41167837  0.58832163]]
[[ 0.20240445  0.79759562]]
[[ 0.31612211  0.68387794]]
[[ 0.14690502  0.85309505]]
[[ 0.30267948  0.69732052]]
[[ 0.31582856  0.6841715 ]]
[[ 0.35178995  0.64821005]]
[[ 0.03192111  0.96807891]]
[[ 0.12653212  0.87346786]]
[[ 0.12990843  0.87009162]]
[[ 0.08905575  0.91094428]]
[[ 0.13476372  0.86523634]]
[[ 0.18600392  0.81399608]]
[[ 0.17149892  0.82850105]]
[[ 0.11579872  0.88420129]]
