[[ 0.11687126  0.88312876]]
[[ 0.65633672  0.34366333]]
[[ 0.67801183  0.3219882 ]]
[[ 0.67780924  0.32219073]]
[[ 0.68160182  0.31839818]]
[[ 0.18665965  0.81334037]]
[[ 0.10563362  0.89436644]]
[[ 0.13568507  0.86431497]]
[[ 0.17653434  0.82346565]]
[[ 0.1106672   0.88933283]]
[[ 0.18844453  0.81155545]]
[[ 0.09618063  0.90381938]]
[[ 0.3534354  0.6465646]]
[[ 0.13743006  0.86256993]]
[[ 0.67789644  0.32210353]]
[[ 0.61897141  0.38102862]]
[[ 0.16567986  0.83432007]]
[[ 0.624143    0.37585697]]
[[ 0.09445561  0.90554434]]
[[ 0.66867918  0.33132091]]
[[ 0.68180799  0.31819206]]
[[ 0.67506635  0.32493365]]
[[ 0.12219787  0.87780213]]
[[ 0.09266151  0.90733844]]
[[ 0.68583512  0.31416488]]
[[ 0.68770111  0.31229898]]
[[ 0.69376081  0.30623919]]
[[ 0.67684788  0.32315212]]
[[ 0.66283208  0.33716786]]
[[ 0.66932648  0.33067352]]
[[ 0.68556446  0.31443548]]
[[ 0.66149199  0.33850804]]
[[ 0.6873613   0.31263873]]
[[ 0.08987503  0.91012496]]
[[ 0.6688565   0.33114353]]
[[ 0.69096792  0.30903211]]
[[ 0.15983437  0.84016567]]
[[ 0.67897791  0.32102209]]
[[ 0.08695962  0.9130404 ]]
[[ 0.03182503  0.96817499]]
[[ 0.68689167  0.31310833]]
[[ 0.11008274  0.88991719]]
[[ 0.08180512  0.91819483]]
[[ 0.131891    0.86810893]]
[[ 0.07781004  0.92218995]]
[[ 0.27277562  0.72722435]]
[[ 0.1978078   0.80219221]]
[[ 0.67894053  0.3210595 ]]
[[ 0.00723266  0.99276733]]
[[ 0.06840776  0.93159223]]
[[ 0.12254564  0.8774544 ]]
[[ 0.07226764  0.92773235]]
[[ 0.07226259  0.92773741]]
[[ 0.06917535  0.93082458]]
[[ 0.28237092  0.71762913]]
[[ 0.06838226  0.9316178 ]]
[[ 0.06837925  0.93162078]]
[[ 0.05406479  0.94593519]]
[[ 0.22393501  0.77606493]]
[[ 0.00938837  0.99061161]]
[[ 0.68051547  0.31948453]]
[[ 0.67692578  0.32307416]]
[[ 0.68146086  0.31853914]]
[[ 0.07772843  0.92227161]]
[[ 0.21239027  0.78760976]]
[[ 0.10713273  0.89286733]]
[[ 0.62223643  0.3777636 ]]
[[ 0.66217017  0.33782986]]
[[ 0.06594503  0.93405503]]
[[ 0.14132336  0.85867667]]
[[ 0.20665614  0.7933439 ]]
[[ 0.77065265  0.22934733]]
[[ 0.87487775  0.12512226]]
[[ 0.68309569  0.31690431]]
[[ 0.30447763  0.69552237]]
[[ 0.67800027  0.32199973]]
[[ 0.05976974  0.94023019]]
[[ 0.20389473  0.79610527]]
[[ 0.68379432  0.31620574]]
[[ 0.67519802  0.32480198]]
[[ 0.29085183  0.70914817]]
[[ 0.77723134  0.22276865]]
[[ 0.23229858  0.76770139]]
[[ 0.25925303  0.74074692]]
[[ 0.10465837  0.89534163]]
[[ 0.40113148  0.59886849]]
[[ 0.13700707  0.86299294]]
[[ 0.11680377  0.88319618]]
[[ 0.22393501  0.77606493]]
[[ 0.07625231  0.92374766]]
[[ 0.80997396  0.19002603]]
[[ 0.03031683  0.96968317]]
[[ 0.16259967  0.83740038]]
[[ 0.10946554  0.8905344 ]]
[[ 0.15329875  0.84670126]]
[[ 0.13141403  0.868586  ]]
[[ 0.12470935  0.87529063]]
[[ 0.14924042  0.85075951]]
[[ 0.25605559  0.74394441]]
[[ 0.87614125  0.12385882]]
[[ 0.13527034  0.8647297 ]]
[[ 0.03120337  0.96879667]]
[[ 0.07180125  0.9281987 ]]
[[ 0.15739542  0.84260458]]
[[ 0.07519759  0.92480242]]
[[ 0.13355581  0.86644423]]
[[ 0.15910104  0.84089899]]
[[ 0.11580499  0.88419497]]
[[ 0.08783039  0.91216958]]
[[ 0.07636406  0.92363602]]
[[ 0.14062643  0.85937351]]
[[ 0.12969002  0.87030995]]
[[ 0.12533069  0.87466931]]
[[ 0.12896127  0.87103873]]
[[ 0.12620008  0.87379998]]
[[ 0.13104798  0.86895198]]
[[ 0.13016576  0.86983418]]
[[ 0.1302997   0.86970031]]
[[ 0.14045726  0.85954279]]
[[ 0.01395153  0.98604846]]
[[ 0.0928622   0.90713781]]
[[ 0.12003061  0.87996936]]
[[ 0.14950454  0.8504954 ]]
[[ 0.14198859  0.85801142]]
[[ 0.08848044  0.91151959]]
[[ 0.08206158  0.91793847]]
[[ 0.07366861  0.9263314 ]]
[[ 0.12550609  0.8744939 ]]
[[ 0.22487547  0.77512455]]
[[ 0.09279799  0.90720195]]
[[ 0.05450597  0.945494  ]]
[[ 0.17480133  0.82519865]]
[[ 0.1184221   0.88157791]]
[[ 0.36993068  0.63006932]]
[[ 0.0801041   0.91989589]]
[[ 0.0954776   0.90452242]]
[[ 0.07592373  0.92407626]]
[[ 0.10180721  0.89819282]]
[[ 0.22904871  0.77095127]]
[[ 0.17412379  0.82587624]]
[[ 0.11190044  0.88809955]]
[[ 0.17841624  0.82158381]]
[[ 0.32422113  0.67577887]]
[[ 0.64841264  0.35158733]]
[[ 0.09767007  0.90232998]]
[[ 0.02683487  0.97316521]]
[[ 0.12770477  0.8722952 ]]
[[ 0.0901705  0.9098295]]
[[ 0.07539646  0.92460352]]
[[ 0.07213901  0.92786092]]
[[ 0.12502509  0.87497497]]
[[ 0.07727722  0.92272282]]
[[ 0.13656799  0.86343199]]
[[ 0.11847443  0.88152558]]
[[ 0.78812242  0.21187755]]
[[ 0.09672003  0.9032799 ]]
[[ 0.07182577  0.92817426]]
[[ 0.07564947  0.92435056]]
[[ 0.42518228  0.57481772]]
[[ 0.28862089  0.71137911]]
[[ 0.07534114  0.92465889]]
[[ 0.06796946  0.93203056]]
[[ 0.07235073  0.92764926]]
[[ 0.09067095  0.90932906]]
[[ 0.77948195  0.22051802]]
[[ 0.07552777  0.92447221]]
[[ 0.11744479  0.88255525]]
[[ 0.06927972  0.93072027]]
[[ 0.52460599  0.47539398]]
[[ 0.16130175  0.83869827]]
[[ 0.0670078   0.93299228]]
[[ 0.35820517  0.64179486]]
[[ 0.2364566   0.76354337]]
[[ 0.36696416  0.6330359 ]]
[[ 0.07935826  0.92064178]]
[[ 0.09405958  0.90594041]]
[[ 0.10721048  0.8927896 ]]
[[ 0.07190458  0.9280954 ]]
[[ 0.08980887  0.91019112]]
[[ 0.07660177  0.92339826]]
[[ 0.09648887  0.90351111]]
[[ 0.10211343  0.89788663]]
[[ 0.08522562  0.91477436]]
[[ 0.07656907  0.92343092]]
[[ 0.04520195  0.95479798]]
[[ 0.08368101  0.91631901]]
[[ 0.09677855  0.90322149]]
[[ 0.07500381  0.92499614]]
[[ 0.07582941  0.92417061]]
[[ 0.09094071  0.90905929]]
[[ 0.08071306  0.91928691]]
[[ 0.08927259  0.91072738]]
[[ 0.08690349  0.91309655]]
[[ 0.09282424  0.90717578]]
[[ 0.09073444  0.90926558]]
[[ 0.07493908  0.92506093]]
[[ 0.12708698  0.87291306]]
[[ 0.06909262  0.93090731]]
[[ 0.07372286  0.9262771 ]]
[[ 0.10063604  0.89936399]]
[[ 0.18089795  0.81910211]]
[[ 0.06234728  0.93765271]]
[[ 0.11246074  0.88753933]]
[[ 0.08173477  0.91826522]]
[[ 0.06398556  0.93601441]]
[[ 0.07089503  0.92910492]]
[[ 0.13983403  0.86016601]]
[[ 0.06792804  0.93207192]]
[[ 0.06967474  0.93032527]]
[[ 0.06219167  0.93780828]]
[[ 0.06538538  0.9346146 ]]
[[ 0.78074175  0.21925828]]
[[ 0.39705813  0.60294193]]
[[ 0.88070691  0.11929318]]
[[ 0.06439542  0.93560457]]
[[ 0.14107256  0.85892743]]
[[ 0.12173222  0.87826782]]
[[ 0.07967722  0.92032278]]
[[ 0.08430492  0.91569513]]
[[ 0.06909224  0.93090773]]
[[ 0.06690987  0.93309009]]
[[ 0.07077695  0.929223  ]]
[[ 0.06666492  0.93333501]]
[[ 0.14453071  0.85546929]]
[[ 0.08459263  0.91540736]]
[[ 0.0584318  0.9415682]]
[[ 0.07081015  0.92918986]]
[[ 0.12842008  0.87157989]]
[[ 0.13016874  0.86983132]]
[[ 0.03834306  0.96165687]]
[[ 0.91187757  0.08812241]]
[[ 0.13353632  0.86646366]]
[[ 0.02770549  0.97229451]]
[[ 0.05130592  0.94869405]]
[[ 0.80769509  0.19230495]]
[[ 0.09790694  0.90209311]]
[[ 0.58785278  0.41214722]]
[[ 0.13685533  0.8631447 ]]
[[ 0.20235202  0.79764801]]
[[ 0.06319593  0.93680406]]
[[ 0.15176886  0.84823114]]
[[ 0.07483329  0.92516673]]
[[ 0.82943165  0.17056833]]
[[ 0.1392777  0.8607223]]
[[ 0.23109512  0.76890492]]
[[ 0.07022444  0.92977554]]
[[ 0.06774344  0.93225658]]
[[ 0.22068167  0.77931839]]
[[ 0.05324086  0.94675916]]
[[ 0.0691706   0.93082947]]
