[[ 0.08632344  0.91367656]]
[[ 0.67681193  0.3231881 ]]
[[ 0.28133398  0.71866608]]
[[ 0.10145549  0.89854443]]
[[ 0.02085589  0.97914416]]
[[ 0.35447532  0.64552468]]
[[ 0.68630069  0.31369933]]
[[ 0.41376978  0.58623016]]
[[ 0.47207037  0.5279296 ]]
[[ 0.09404103  0.90595895]]
[[ 0.08545486  0.91454518]]
[[ 0.09890688  0.90109307]]
[[ 0.12918584  0.8708142 ]]
[[ 0.04842921  0.95157087]]
[[ 0.23342858  0.7665714 ]]
[[ 0.54079437  0.45920566]]
[[ 0.5896042  0.4103958]]
[[ 0.41671816  0.58328187]]
[[ 0.22257942  0.77742064]]
[[ 0.20874299  0.79125702]]
[[ 0.15850122  0.84149879]]
[[ 0.21311094  0.78688908]]
[[ 0.39476967  0.60523039]]
[[ 0.53659648  0.46340352]]
[[ 0.08786463  0.91213536]]
[[ 0.20830965  0.79169041]]
[[ 0.1575494   0.84245068]]
[[ 0.0708726  0.9291274]]
[[ 0.2415593   0.75844073]]
[[ 0.04402804  0.95597196]]
[[ 0.09110545  0.9088946 ]]
[[ 0.11586636  0.88413364]]
[[ 0.08440198  0.91559798]]
[[ 0.17337255  0.82662743]]
[[ 0.07598819  0.92401183]]
[[ 0.16983958  0.83016038]]
[[ 0.11520418  0.88479584]]
[[ 0.97230577  0.02769424]]
[[ 0.09309737  0.90690261]]
[[ 0.35499498  0.64500499]]
[[ 0.04761918  0.95238078]]
[[ 0.15958396  0.84041607]]
[[ 0.07138196  0.92861807]]
[[ 0.04085208  0.95914793]]
[[ 0.44682691  0.55317312]]
[[ 0.14856392  0.85143608]]
[[ 0.10350882  0.89649117]]
[[ 0.07610478  0.92389518]]
[[ 0.04144647  0.95855355]]
[[ 0.01477084  0.98522919]]
[[ 0.01527233  0.98472762]]
[[ 0.51166183  0.4883382 ]]
[[ 0.10204995  0.89795005]]
[[ 0.41024798  0.58975202]]
[[ 0.06972236  0.93027759]]
[[ 0.03735147  0.96264857]]
[[ 0.21192019  0.7880798 ]]
[[ 0.81822628  0.18177369]]
[[ 0.48746699  0.51253307]]
[[ 0.23411591  0.7658841 ]]
[[ 0.58379513  0.41620487]]
[[ 0.11710616  0.88289392]]
[[ 0.02961718  0.97038281]]
[[ 0.07835069  0.92164934]]
[[ 0.12575349  0.87424654]]
[[ 0.03160857  0.96839136]]
[[ 0.04804059  0.95195937]]
[[ 0.91955262  0.08044734]]
[[ 0.08022525  0.91977477]]
[[ 0.81414902  0.18585101]]
[[ 0.25013897  0.749861  ]]
[[ 0.03394145  0.96605855]]
[[ 0.05320102  0.94679904]]
[[ 0.08453803  0.91546202]]
[[ 0.42620313  0.57379693]]
[[ 0.09748899  0.902511  ]]
[[ 0.80704618  0.19295384]]
[[ 0.00557662  0.99442345]]
[[ 0.48185831  0.51814175]]
[[ 0.13352321  0.86647677]]
[[ 0.43179187  0.5682081 ]]
[[ 0.03482404  0.96517599]]
[[ 0.10556502  0.89443499]]
[[ 0.58694577  0.4130542 ]]
[[ 0.8629812  0.1370188]]
[[ 0.78745812  0.21254186]]
[[ 0.21841262  0.78158742]]
[[ 0.20427611  0.79572392]]
[[ 0.12074148  0.87925851]]
[[ 0.02892661  0.97107339]]
[[ 0.10228968  0.89771026]]
[[ 0.06455475  0.93544525]]
[[ 0.1176354   0.88236463]]
[[ 0.69927245  0.30072758]]
[[ 0.09823092  0.9017691 ]]
[[ 0.61038703  0.38961297]]
[[ 0.80696499  0.19303495]]
[[ 0.11155099  0.88844907]]
[[ 0.11258499  0.88741499]]
[[ 0.69329685  0.30670318]]
[[ 0.93072492  0.06927509]]
[[ 0.26714194  0.732858  ]]
[[ 0.41016179  0.58983821]]
[[ 0.08932015  0.91067982]]
[[ 0.02054537  0.97945464]]
[[ 0.07060741  0.92939258]]
[[ 0.07744261  0.92255741]]
[[ 0.9243235  0.0756765]]
[[ 0.07248996  0.92751008]]
[[ 0.05840622  0.94159377]]
[[ 0.12450364  0.87549639]]
[[ 0.12189519  0.87810481]]
[[ 0.03057971  0.96942031]]
[[ 0.48623833  0.51376158]]
[[ 0.11758423  0.88241577]]
[[ 0.55605447  0.44394547]]
[[ 0.13808085  0.86191922]]
[[ 0.04353036  0.95646966]]
[[ 0.99079883  0.00920115]]
[[ 0.26260275  0.73739731]]
[[ 0.21311924  0.78688073]]
[[ 0.09332969  0.90667033]]
[[ 0.18452866  0.81547129]]
[[ 0.90735388  0.09264612]]
[[ 0.12439385  0.87560612]]
[[ 0.06042909  0.93957096]]
[[ 0.06223638  0.93776363]]
[[ 0.13525937  0.86474061]]
[[ 0.10779104  0.89220899]]
[[ 0.402468    0.59753203]]
[[ 0.03579228  0.96420771]]
[[ 0.14688066  0.85311931]]
[[ 0.72183377  0.27816617]]
[[ 0.0468453   0.95315474]]
[[ 0.12196892  0.87803108]]
[[ 0.12592506  0.87407494]]
[[ 0.08631206  0.91368788]]
[[ 0.06204085  0.93795919]]
[[ 0.04997206  0.95002794]]
[[ 0.04407815  0.95592183]]
[[ 0.19548179  0.80451816]]
[[ 0.13610353  0.86389655]]
[[ 0.15891777  0.84108216]]
[[ 0.17738861  0.82261145]]
[[ 0.12572397  0.87427604]]
[[ 0.06642415  0.93357581]]
[[ 0.05873156  0.94126844]]
[[ 0.05416096  0.94583911]]
[[ 0.1688931  0.8311069]]
[[ 0.05556602  0.94443399]]
[[ 0.76982576  0.23017424]]
[[ 0.1135841   0.88641584]]
[[ 0.05310812  0.9468919 ]]
[[ 0.17908572  0.82091433]]
[[ 0.24669763  0.7533024 ]]
[[ 0.10165529  0.8983447 ]]
[[ 0.23268127  0.76731867]]
[[ 0.06956974  0.93043029]]
[[ 0.10271563  0.89728445]]
[[ 0.15845059  0.8415494 ]]
[[ 0.09064379  0.90935618]]
[[ 0.59950787  0.4004921 ]]
[[ 0.07409565  0.92590433]]
[[ 0.02557483  0.9744252 ]]
[[ 0.29333937  0.70666057]]
[[ 0.9382953   0.06170465]]
[[ 0.09957215  0.90042782]]
[[ 0.03245692  0.96754307]]
[[ 0.11335959  0.88664043]]
[[ 0.12125828  0.87874168]]
[[ 0.32999426  0.67000574]]
[[ 0.77458376  0.22541627]]
[[ 0.02721925  0.9727807 ]]
[[ 0.51434666  0.48565331]]
[[ 0.12189024  0.87810975]]
[[ 0.10250591  0.89749408]]
[[ 0.19862911  0.80137092]]
[[ 0.91102254  0.08897752]]
[[ 0.12180629  0.87819368]]
[[ 0.13016802  0.86983192]]
[[ 0.30241844  0.69758159]]
[[ 0.12096119  0.87903887]]
[[ 0.53519523  0.46480477]]
[[ 0.59626687  0.40373307]]
[[ 0.67682189  0.32317802]]
[[ 0.12748307  0.87251693]]
[[ 0.66515124  0.33484876]]
[[ 0.10338631  0.89661366]]
[[ 0.38301441  0.61698556]]
[[ 0.11891057  0.88108951]]
[[ 0.15378086  0.84621918]]
[[ 0.0610156   0.93898445]]
