[[ 0.68035054  0.31964943]]
[[ 0.09928359  0.90071642]]
[[ 0.21878934  0.78121066]]
[[ 0.41702455  0.58297551]]
[[ 0.80829358  0.19170649]]
[[ 0.39815274  0.60184729]]
[[ 0.96213239  0.03786758]]
[[ 0.11952961  0.8804704 ]]
[[ 0.82545501  0.17454499]]
[[ 0.20076917  0.79923087]]
[[ 0.69920629  0.30079368]]
[[ 0.39048436  0.60951555]]
[[ 0.08305042  0.91694963]]
[[ 0.88846648  0.11153353]]
[[ 0.79896426  0.20103569]]
[[ 0.12103762  0.8789624 ]]
[[ 0.67058641  0.32941359]]
[[ 0.49373445  0.50626558]]
[[ 0.75606591  0.24393407]]
[[ 0.7618683   0.23813173]]
[[ 0.81130201  0.18869802]]
[[ 0.80155975  0.19844022]]
[[ 0.80123824  0.19876178]]
[[ 0.24842335  0.7515766 ]]
[[ 0.21319461  0.78680545]]
[[ 0.54158849  0.45841146]]
[[ 0.71170002  0.28830001]]
[[ 0.52637243  0.47362754]]
[[ 0.80161273  0.19838722]]
[[ 0.76001465  0.2399853 ]]
[[ 0.80124366  0.19875625]]
[[ 0.79573452  0.20426551]]
[[ 0.46771291  0.53228706]]
[[ 0.78698111  0.21301892]]
[[ 0.79989994  0.20010009]]
[[ 0.29153553  0.70846444]]
[[ 0.79854238  0.20145762]]
[[ 0.28419119  0.71580881]]
[[ 0.53318131  0.46681869]]
[[ 0.32717681  0.67282325]]
[[ 0.70847452  0.29152548]]
[[ 0.06992494  0.93007505]]
[[ 0.41753748  0.58246255]]
[[ 0.79615867  0.20384137]]
[[ 0.79505932  0.20494066]]
[[ 0.61793935  0.38206071]]
[[ 0.84726304  0.15273702]]
[[ 0.78160584  0.21839418]]
[[ 0.58264238  0.41735756]]
[[ 0.0675109   0.93248916]]
[[ 0.98206127  0.01793874]]
[[ 0.32828733  0.6717127 ]]
[[ 0.83031374  0.16968626]]
[[ 0.442211    0.55778903]]
[[ 0.26654336  0.73345661]]
[[ 0.05462153  0.94537848]]
[[ 0.83523363  0.16476639]]
[[ 0.03534466  0.96465534]]
[[ 0.96663409  0.03336591]]
[[ 0.93030709  0.06969289]]
[[ 0.78087533  0.2191247 ]]
[[ 0.7953077   0.20469232]]
[[ 0.13383964  0.86616033]]
[[ 0.93924046  0.06075962]]
[[ 0.11440189  0.88559818]]
[[ 0.80133539  0.19866464]]
[[ 0.78672558  0.2132744 ]]
[[ 0.65476191  0.34523812]]
[[ 0.50590765  0.49409235]]
[[ 0.04835319  0.95164686]]
[[ 0.36077526  0.63922477]]
[[ 0.69823593  0.30176404]]
[[ 0.23648019  0.76351988]]
[[ 0.61304295  0.38695708]]
[[ 0.78649825  0.21350178]]
[[ 0.37436029  0.62563974]]
[[ 0.18762195  0.81237799]]
[[ 0.65463006  0.34536991]]
[[ 0.30286014  0.69713986]]
[[ 0.79200304  0.2079969 ]]
[[ 0.37807903  0.62192094]]
[[ 0.95169652  0.04830352]]
[[ 0.13954094  0.86045909]]
[[ 0.79933679  0.20066321]]
[[ 0.22634295  0.77365708]]
[[ 0.34196267  0.65803736]]
[[ 0.79592413  0.2040759 ]]
[[ 0.1721516   0.82784843]]
[[ 0.80971026  0.19028974]]
[[ 0.92029059  0.07970936]]
[[ 0.0963793   0.90362066]]
[[ 0.91303134  0.08696865]]
[[ 0.23776235  0.76223761]]
[[ 0.90226895  0.09773113]]
[[ 0.79537749  0.20462246]]
[[ 0.80828857  0.19171138]]
[[ 0.83905613  0.16094385]]
[[ 0.33291826  0.66708177]]
[[ 0.45892471  0.54107529]]
[[ 0.8021822   0.19781774]]
[[ 0.63648051  0.36351955]]
[[ 0.35735652  0.64264351]]
[[ 0.85416496  0.14583507]]
[[ 0.28911299  0.71088707]]
[[ 0.65868551  0.34131452]]
[[ 0.27532154  0.72467846]]
[[ 0.44445774  0.55554223]]
[[ 0.80546349  0.19453652]]
[[ 0.37649372  0.62350631]]
[[ 0.95473987  0.04526009]]
[[ 0.80196893  0.19803105]]
[[ 0.30178362  0.69821638]]
[[ 0.80195796  0.19804199]]
[[ 0.78781247  0.2121876 ]]
[[ 0.83327401  0.16672593]]
[[ 0.80595934  0.1940406 ]]
[[ 0.29712507  0.70287496]]
[[ 0.0683492   0.93165082]]
[[ 0.08676077  0.91323918]]
[[ 0.7954064  0.2045936]]
[[ 0.16676128  0.83323866]]
[[ 0.69777215  0.30222785]]
[[ 0.82011187  0.17988808]]
[[ 0.43511936  0.56488061]]
[[ 0.33230728  0.66769278]]
[[ 0.41956437  0.58043557]]
[[ 0.93650585  0.0634941 ]]
[[ 0.10123934  0.89876068]]
[[ 0.73188847  0.26811153]]
[[ 0.62184113  0.3781589 ]]
[[ 0.08881731  0.91118276]]
[[ 0.06086914  0.93913084]]
[[ 0.23400171  0.7659983 ]]
[[ 0.45424998  0.54575002]]
[[ 0.8021068  0.1978932]]
[[ 0.80961514  0.19038485]]
[[ 0.81283092  0.18716902]]
[[ 0.13079108  0.86920887]]
[[ 0.81170255  0.18829742]]
[[ 0.99004936  0.00995068]]
[[ 0.80426139  0.19573858]]
[[ 0.04748064  0.9525193 ]]
[[ 0.24285962  0.7571404 ]]
[[ 0.64498377  0.35501623]]
[[ 0.78976518  0.21023481]]
[[ 0.94772601  0.05227398]]
