[[ 0.17477112  0.82522893]]
[[ 0.08846027  0.91153979]]
[[ 0.04565168  0.95434833]]
[[ 0.20354955  0.79645044]]
[[ 0.13789548  0.86210454]]
[[ 0.19722977  0.80277026]]
[[ 0.04284153  0.95715851]]
[[ 0.06864535  0.93135464]]
[[ 0.14940925  0.85059077]]
[[ 0.38285801  0.61714202]]
[[ 0.83827049  0.16172945]]
[[ 0.2098192   0.79018074]]
[[ 0.13192396  0.86807609]]
[[ 0.12761933  0.87238061]]
[[ 0.16273054  0.83726948]]
[[ 0.15168047  0.84831959]]
[[ 0.17339493  0.82660508]]
[[ 0.18235715  0.81764281]]
[[ 0.13804059  0.8619594 ]]
[[ 0.10872108  0.89127886]]
[[ 0.18050584  0.81949419]]
[[ 0.08996947  0.91003054]]
[[ 0.07629994  0.92370009]]
[[ 0.13459396  0.86540598]]
[[ 0.11196648  0.88803351]]
[[ 0.14489694  0.85510308]]
[[ 0.81058306  0.18941693]]
[[ 0.10518382  0.89481616]]
[[ 0.19819857  0.80180144]]
[[ 0.05411034  0.94588965]]
[[ 0.11182348  0.88817656]]
[[ 0.03549144  0.96450859]]
[[ 0.26609534  0.73390466]]
[[ 0.1152611   0.88473892]]
[[ 0.11429596  0.8857041 ]]
[[ 0.05219747  0.94780254]]
[[ 0.42732486  0.57267517]]
[[ 0.03953016  0.96046984]]
[[ 0.04158979  0.9584102 ]]
[[ 0.10739722  0.8926028 ]]
[[ 0.10960247  0.89039755]]
[[ 0.11169184  0.88830811]]
[[ 0.04395671  0.9560433 ]]
[[ 0.04143954  0.95856047]]
[[ 0.53802812  0.46197194]]
[[ 0.04499082  0.95500922]]
[[ 0.11121538  0.88878465]]
[[ 0.10785566  0.89214438]]
[[ 0.03750869  0.96249127]]
[[ 0.24958116  0.75041884]]
[[ 0.11498339  0.88501662]]
[[ 0.07676703  0.92323291]]
[[ 0.11085752  0.88914251]]
[[ 0.11476163  0.88523835]]
[[ 0.11033494  0.88966501]]
[[ 0.11719942  0.88280064]]
[[ 0.15427306  0.84572691]]
[[ 0.11941817  0.88058192]]
[[ 0.11255065  0.88744938]]
[[ 0.28671569  0.71328431]]
[[ 0.35469207  0.6453079 ]]
[[ 0.10660308  0.89339697]]
[[ 0.20276405  0.79723597]]
[[ 0.34746137  0.6525386 ]]
[[ 0.83117419  0.16882578]]
[[ 0.1116815   0.88831848]]
[[ 0.02753251  0.97246754]]
[[ 0.10592318  0.89407682]]
[[ 0.14462928  0.85537076]]
[[ 0.20535299  0.79464698]]
[[ 0.08190666  0.91809338]]
[[ 0.0755623   0.92443764]]
[[ 0.2419381   0.75806189]]
[[ 0.59312487  0.40687516]]
[[ 0.13022643  0.86977363]]
[[ 0.16222692  0.83777314]]
[[ 0.08657005  0.91342992]]
[[ 0.08321291  0.91678709]]
[[ 0.13372061  0.86627942]]
[[ 0.12360404  0.87639594]]
[[ 0.12416086  0.87583917]]
[[ 0.06906624  0.93093377]]
[[ 0.38572797  0.614272  ]]
[[ 0.11297672  0.88702333]]
[[ 0.05213725  0.94786274]]
[[ 0.11211494  0.88788503]]
[[ 0.79814708  0.20185295]]
[[ 0.10732765  0.89267236]]
[[ 0.10688704  0.89311296]]
[[ 0.13170068  0.86829925]]
[[ 0.19987632  0.80012369]]
[[ 0.01826661  0.98173344]]
[[ 0.07902778  0.92097217]]
[[ 0.01942227  0.98057771]]
[[ 0.29946756  0.70053244]]
[[ 0.04440235  0.95559764]]
[[ 0.04181646  0.95818359]]
[[ 0.12063923  0.87936074]]
[[ 0.13786422  0.86213577]]
[[ 0.04445438  0.9555456 ]]
[[ 0.16220972  0.83779025]]
[[ 0.13576081  0.86423916]]
[[ 0.07715916  0.92284077]]
[[ 0.06953322  0.93046671]]
[[ 0.03842346  0.96157652]]
[[ 0.07787309  0.92212695]]
[[ 0.10678195  0.89321804]]
[[ 0.10758277  0.89241725]]
[[ 0.07936307  0.92063695]]
[[ 0.0290288   0.97097123]]
