[[ 0.11072189  0.88927817]]
[[ 0.14932735  0.85067266]]
[[ 0.37964889  0.62035108]]
[[ 0.77533877  0.22466126]]
[[ 0.10742492  0.89257509]]
[[ 0.05274591  0.94725406]]
[[ 0.12566899  0.874331  ]]
[[ 0.35941631  0.64058369]]
[[ 0.08272709  0.91727298]]
[[ 0.10939968  0.89060032]]
[[ 0.08655108  0.91344893]]
[[ 0.2240919   0.77590811]]
[[ 0.38650081  0.6134991 ]]
[[ 0.41329858  0.58670139]]
[[ 0.44808155  0.55191851]]
[[ 0.73776895  0.26223105]]
[[ 0.41736507  0.58263493]]
[[ 0.11248118  0.88751882]]
[[ 0.04513182  0.9548682 ]]
[[ 0.90331954  0.09668051]]
[[ 0.11437894  0.88562107]]
[[ 0.47032031  0.52967966]]
[[ 0.02141005  0.97858995]]
[[ 0.28628623  0.71371382]]
[[ 0.06041739  0.93958265]]
[[ 0.11144854  0.88855141]]
[[ 0.05295029  0.94704968]]
[[ 0.18953194  0.81046808]]
[[ 0.08955031  0.91044974]]
[[ 0.14521913  0.85478091]]
[[ 0.23472328  0.76527667]]
[[ 0.44199598  0.55800402]]
[[ 0.10869759  0.89130247]]
[[ 0.30322155  0.69677842]]
[[ 0.35868624  0.64131379]]
[[ 0.00235776  0.99764222]]
[[ 0.22282477  0.77717525]]
[[ 0.12817127  0.87182873]]
[[ 0.08488715  0.91511285]]
[[ 0.06059704  0.93940294]]
[[ 0.14901374  0.85098624]]
[[ 0.15578835  0.84421164]]
[[ 0.26374596  0.7362541 ]]
[[ 0.12955767  0.87044239]]
[[ 0.09589875  0.90410131]]
[[ 0.1446812   0.85531884]]
[[ 0.10345931  0.89654064]]
[[ 0.13134497  0.86865509]]
[[ 0.04144096  0.95855904]]
[[ 0.71912378  0.28087616]]
[[ 0.48992816  0.51007187]]
[[ 0.11941443  0.88058561]]
[[ 0.56584394  0.43415612]]
[[ 0.16273832  0.83726162]]
[[ 0.72229195  0.27770796]]
[[ 0.0214293   0.97857064]]
[[ 0.05938407  0.94061589]]
[[ 0.34425768  0.65574229]]
[[ 0.080818    0.91918206]]
[[ 0.088718  0.911282]]
[[ 0.1513024  0.8486976]]
[[ 0.90443718  0.0955628 ]]
[[ 0.09289066  0.90710932]]
[[ 0.59038556  0.40961441]]
[[ 0.18223877  0.81776124]]
[[ 0.10840063  0.89159936]]
[[ 0.36430582  0.63569415]]
[[ 0.14861417  0.85138589]]
[[ 0.08847024  0.91152978]]
[[ 0.52305716  0.47694278]]
[[ 0.11696894  0.88303107]]
[[ 0.02293085  0.9770692 ]]
[[ 0.2889879   0.71101207]]
[[ 0.21385971  0.78614026]]
[[ 0.20646815  0.79353189]]
[[ 0.1683729   0.83162713]]
[[ 0.61707813  0.38292184]]
[[ 0.70230877  0.29769123]]
[[ 0.26443106  0.73556894]]
[[ 0.33664244  0.66335762]]
[[ 0.31888857  0.68111145]]
[[ 0.60558963  0.39441043]]
[[ 0.64777309  0.35222691]]
[[ 0.26321596  0.7367841 ]]
[[ 0.08945359  0.91054636]]
[[ 0.25255781  0.74744219]]
[[ 0.62947512  0.37052482]]
[[ 0.18273103  0.81726897]]
[[ 0.13063201  0.86936796]]
[[ 0.1126072   0.88739282]]
[[ 0.65329343  0.34670657]]
[[ 0.09720886  0.90279114]]
[[ 0.41720858  0.58279139]]
[[ 0.0648428   0.93515724]]
[[ 0.11460797  0.88539207]]
[[ 0.48085645  0.51914364]]
[[ 0.22932434  0.77067566]]
[[ 0.05633622  0.94366384]]
[[ 0.04514253  0.95485747]]
[[ 0.73386389  0.26613608]]
[[ 0.48750529  0.51249474]]
[[ 0.07995628  0.92004371]]
[[ 0.5658865  0.4341135]]
[[ 0.05396686  0.94603312]]
[[ 0.57320923  0.42679077]]
[[ 0.24537082  0.75462925]]
[[ 0.25401181  0.74598819]]
[[ 0.1103904   0.88960963]]
[[ 0.08186097  0.91813898]]
[[ 0.08547377  0.91452622]]
[[ 0.0063817   0.99361837]]
[[ 0.29071975  0.70928025]]
[[ 0.22409371  0.77590626]]
[[ 0.06233062  0.9376694 ]]
[[ 0.05371777  0.94628221]]
[[ 0.05670153  0.94329846]]
[[ 0.6671859   0.33281407]]
[[ 0.21855615  0.78144389]]
[[ 0.58250701  0.41749302]]
[[ 0.08508591  0.91491413]]
[[ 0.58150297  0.41849703]]
[[ 0.08233678  0.91766322]]
[[ 0.04983928  0.95016074]]
[[ 0.90809858  0.09190144]]
[[ 0.11652224  0.88347775]]
[[ 0.13682255  0.86317748]]
[[ 0.28559166  0.71440828]]
