[[ 0.28418583  0.71581417]]
[[ 0.4959527   0.50404727]]
[[ 0.44669345  0.55330658]]
[[ 0.28598425  0.71401578]]
[[ 0.71841615  0.28158388]]
[[ 0.20891799  0.79108196]]
[[ 0.12525202  0.87474805]]
[[ 0.30250421  0.69749582]]
[[ 0.35401067  0.6459893 ]]
[[ 0.30520791  0.69479203]]
[[ 0.31963965  0.68036032]]
[[ 0.40180635  0.59819365]]
[[ 0.87688088  0.12311912]]
[[ 0.27131441  0.72868556]]
[[ 0.54994017  0.4500598 ]]
[[ 0.3039732  0.6960268]]
[[ 0.30666032  0.69333971]]
[[ 0.30379108  0.69620889]]
[[ 0.90972143  0.09027854]]
[[ 0.09168182  0.90831816]]
[[ 0.49591574  0.50408429]]
[[ 0.33894944  0.66105056]]
[[ 0.37861818  0.62138182]]
[[ 0.05570461  0.94429535]]
[[ 0.11371326  0.88628674]]
[[ 0.1855505   0.81444955]]
[[ 0.44054744  0.55945253]]
[[ 0.59167743  0.40832257]]
[[ 0.47149664  0.52850336]]
[[ 0.10070908  0.89929092]]
[[ 0.12993763  0.87006235]]
[[ 0.21870954  0.78129047]]
[[ 0.29596591  0.70403409]]
[[ 0.10414951  0.89585048]]
[[ 0.06320028  0.93679976]]
[[ 0.42526138  0.57473856]]
[[ 0.4244189   0.57558107]]
[[ 0.53977728  0.46022272]]
[[ 0.31118271  0.68881732]]
[[ 0.47869512  0.52130485]]
[[ 0.59413922  0.40586081]]
[[ 0.10352883  0.8964712 ]]
[[ 0.30933046  0.69066954]]
[[ 0.53768212  0.46231791]]
[[ 0.30936053  0.6906395 ]]
[[ 0.02053056  0.97946942]]
[[ 0.05079502  0.94920492]]
[[ 0.29845822  0.70154172]]
[[ 0.43715829  0.56284165]]
[[ 0.43344113  0.5665589 ]]
[[ 0.09889656  0.90110344]]
[[ 0.44662532  0.55337459]]
[[ 0.05706114  0.94293892]]
[[ 0.21638612  0.78361392]]
[[ 0.3044858  0.6955142]]
[[ 0.84560287  0.15439709]]
[[ 0.13867316  0.86132687]]
[[ 0.24948388  0.75051612]]
[[ 0.06252786  0.93747216]]
[[ 0.83614767  0.16385236]]
[[ 0.6111086   0.38889149]]
[[ 0.11404273  0.88595724]]
[[ 0.17066586  0.82933414]]
[[ 0.04212944  0.95787054]]
[[ 0.95083904  0.04916098]]
[[ 0.42511827  0.57488179]]
[[ 0.04764206  0.95235795]]
[[ 0.67366654  0.32633346]]
[[ 0.463907  0.536093]]
[[ 0.30017871  0.69982129]]
[[ 0.05254575  0.94745421]]
[[ 0.0810196   0.91898036]]
[[ 0.30215633  0.69784361]]
[[ 0.44130674  0.55869329]]
[[ 0.43624595  0.56375402]]
[[ 0.30373967  0.69626033]]
[[ 0.43429992  0.56570005]]
[[ 0.02607383  0.97392613]]
[[ 0.30328003  0.69672   ]]
[[ 0.02144972  0.97855031]]
[[ 0.33423167  0.66576833]]
[[ 0.02081867  0.97918129]]
[[ 0.4504877   0.54951233]]
[[ 0.28985325  0.71014673]]
[[ 0.75513595  0.24486409]]
[[ 0.29442957  0.70557052]]
[[ 0.30481634  0.69518363]]
[[ 0.23435465  0.76564533]]
[[ 0.72873473  0.27126527]]
[[ 0.27524275  0.72475725]]
[[ 0.18608008  0.81391996]]
[[ 0.3012175   0.69878244]]
[[ 0.03528289  0.96471715]]
[[ 0.42630202  0.57369792]]
[[ 0.4127616   0.58723843]]
[[ 0.10866968  0.8913303 ]]
[[ 0.29227054  0.70772946]]
[[ 0.30178529  0.69821465]]
[[ 0.01139217  0.98860776]]
[[ 0.29774213  0.70225787]]
