RT @TechCrunch: Tesla Autopilot 8.0 uses radar to prevent accidents like the fatal Model S crash https://t.co/FPJhkHdzma https://t.co/Efp0j…
RT @TeslaMotors: Upgrading Autopilot: seeing the world in radar https://t.co/WqJfyqpDXL
