"RT @SpaceX: Tired of the same old travel destinations? Discover the wonder of Mars 
http://t.co/KpluQw4cow http://t.co/vD9oLSuY5r"
"RT @SpaceX: Adventure awaits! Explore Mars’ ultimate vacation destinations 
http://t.co/KpluQw4cow http://t.co/kptj27x1LD"
