"@gmem_ It's sort of like a pickaxe if you use the claw side, but has the added advantage of also hammering"
"@BarakaMahili Gary the snail is like Speedy Gonzales on meth ... or ambien. One of the two. Either way, Godot, our… https://t.co/Exwv1NYs9a"
And ... it's done https://t.co/MBBSa04Eoc
Worked in Minecraft. Just sayin ...
@UJustGotCarled Of course. Why is that even a question?
Imma gonna dig that tunnel with this here hammer
