"@commagere For one thing, aliens obv built the pyramids! Who but aliens could have figured out how to align and sta… https://t.co/w6SNoDGlE1"
"Not saying the next gen Roadster special upgrade package *will* definitely enable it to fly short hops, but maybe …… https://t.co/VCCoVgV0hs"
Should clarify that this is the base model performance. There will be a special option package that takes it to the next level.
