"@SpaceX There was a tiny glitch in the motion of an upper stage engine actuator. Probably not a flight risk, but still worth investigating."
RT @SpaceX: Weather 90% go for 5:40pm ET launch today. Droneship landing challenging -- very hot and fast first-stage reentry https://t.co/…
