"@shails Yes, but shipping, taxes/tariffs and installation labor vary by country, as those costs are beyond our control"
@mcannonbrookes $250/kWh at the pack level for 100MWh+ systems. Tesla is moving to fixed and open pricing and terms for all products.
@mcannonbrookes Tesla will get the system installed and working 100 days from contract signature or it is free. That serious enough for you?
