"Battery ""breakthroughs"" need to state power *and* energy density (not the same thing), plus how long they last. They usually fail on energy."
RT @SpaceX: Falcon 9 and Dragon undergoing prep in FL in advance of 4/13 launch to the @Space_Station http://t.co/0KGddcVzV0 http://t.co/7F…
Welcome @Chiefboltkennyh to @TeslaMotors. He will apply Formula 1 techniques to revolutionize servicing mainstream cars.
"@johngreen @hankgreen You had me at Sheen or Gaddafi. Must admit to liking ""The Fault in Our Stars"" too. Sad, romantic and beautifully named"
