RT @mcannonbrookes: ⚡️! This is a massive win for Australia. No more coal in Parliament. Worlds biggest 🔋! World leading energy effort. htt…
@VoyTechnology Never heard of them
"Stop biting my finger dammit 
https://t.co/Xh4XHzCWcv
https://t.co/IAlG7khUP4"
