"Sorry, correct link is: http://t.co/yBRQRUKmAE"
"If you support Tesla in Texas, please contact your state Senate or House member. Free enterprise! http://t.co/BoaveKd4NZ"
Auto dealers in Texas are trying to stop Tesla. Would appreciate your help in fighting for what's right http://t.co/5T4pH7u5fX
