"RT @TeslaMotors: What a Tesla looks like after 100,000 Miles, a 48 State Road trip, 500 Uber Rides, 20 Rentals &amp; more @SteveSasman https://…"
RT @ElectrekCo: Tesla Model S becomes highest rated sedan on new ‘Amazon Vehicles’ https://t.co/Tt2zk3qCcQ https://t.co/q5UICXL3lw
