RT @SpaceX: This week we static fired the first stage of the upgraded Falcon 9 for a planned 15 seconds https://t.co/fxp7HnUvCu
Dinner in an old Belgian ironmongery. Best menu art ever. http://t.co/3qUG1O6Q2v
