RT @physorg_com: Valley networks suggest ancient snowfall on #Mars http://t.co/FEx8SEVrCl @BrownUniversity
"Oh yeah, well Tesla will study a plan to study the GM team that's studying Tesla, so there! http://t.co/Gn41zsaRv8"
