"@RobertGaristo V much agree. Moreover, there is risk of severe non-linearities in feedback loops causing sudden warming."
"RT @RobertGaristo: @elonmusk I'm a physicist &amp; 97% # seems right—v rare to find a scientist not convinced by evidence, &amp; ~none think there …"
You Can Fit A Lot Of Kindergartners In A Tesla Model S - Houston Chronicle http://t.co/iOZPxrx3sa
