"Anyone interested in doing ultra hardcore vehicle engineering at Tesla, please apply!"
Chris Porritt from Aston Martin just joined as head of vehicle engineering at Tesla http://t.co/MNUIWDxoXt
"@bdcs Yup, it is super far. Moon is basically in our back yard relative to Mars."
