Droneship is fine. No hull breach and repairs are minor. Impact overpressure is closer to a fast fire than an explosion.
"High resolution, color corrected, slow motion rocket landing video https://t.co/UTF3Y4xGU3"
RT @SpaceX: Falcon 9 first stage landing burn and touchdown on Just Read the Instructions https://t.co/4Te0BfT2Qn
"If this works, I'm treating myself to a volcano lair. It's time."
"Ok, looks like we got some killer footage from the chase plane. Big ocean, small ship. Posting vid shortly http://t.co/2F5FK0TZ0i"
