"Compliment from Jeffrey is much appreciated, but the people of Tesla deserve all the credit"
"RT @THR: Jeffrey Katzenberg Recovering From Car Accident: ""Thank You Elon Musk, You Saved My Life"" https://t.co/0q3Jq1yWJg https://t.co/AHA…"
