"Good summary of rocket landing history. There were two successful water landings much earlier, but they didn't surv… https://t.co/CNxoM9Oj9R"
"@Viss Several tons of force on each fin at high angles of attack &amp; peak heating is the cube of speed, so a Mach 8 r… https://t.co/YcqjWZpH3f"
