RT @TheOnion: New MIT Study Suggests Sonic The Hedgehog Might Be Living In Computer Simulation https://t.co/kIlw13UWM0 https://t.co/sobOGxk…
RT @NASA: We want YOU to experience the next @SpaceX cargo launch to @Space_Station! Apply to attend #NASASocial event in Aug: https://t.co…
