The Johnny Cash hover slam!  http://t.co/9jXiKoo9D1
Will show Johnny Cash hover slam rocket video for the first time in about 15 mins. Test footage only 36 hrs old. #SXSW
RT @timoreilly: Nice. Tesla to pay off govt loans five years early. http://t.co/8gebKNI0lZ
