"@nonesuchzach Battery uses no rare Earth metals. Main ingredient is nickel, which is what's used to coat cutlery, so very non-toxic."
"Over 325k cars or ~$14B in preorders in first week. Only 5% ordered max of two, suggesting low levels of speculation."
