@JonasPolsky @schellgames that's a great one
@andyzalk sounds like the right name for the rocket booster
@LarryMasters778 That is my favorite fictional spaceship. Powered by improbability!
@TheMikeBartley yeah!
"Maybe Ultimate Spaceship, Version 2? Mostly because it is not the ultimate and there isn't a version 1."
I love the suggestions!
@kzmakino sounds about right
"Turns out MCT can go well beyond Mars, so will need a new name…"
