RT @TeslaMotors: Welcome Chris Lattner https://t.co/AaiG6rHhdF
@matt_mantyla @TeslaMotors Increasing capacity at existing Supercharger locations now has top priority. Some are ov… https://t.co/M1d1UgmSD8
