"RT @SpaceX: Introducing Landing Complex 1, formerly Launch Complex 13, at Cape Canaveral in Florida. http://t.co/oIr6NssyCo"
Maybe this is all the work of the Stonecutters! Certainly connects a lot of themes ... http://t.co/E5jJ9Snaca
"For more on the Fermi Paradox: http://t.co/ea1aGnu2kU, http://t.co/AcdSIoIvyv and http://t.co/bkbOWW7Ztb"
"The ancient Egyptians were amazing, but if aliens built the pyramids, they would've left behind a computer or something"
