@uncover007 500 ft so far. Should be 2 miles long in three or four months and hopefully stretch the whole 405 N-S c… https://t.co/BfoqYKJg3u
Picture of The Boring Company LA tunnel taken yesterday https://t.co/TfdVKyXFsJ
