@jasveer10 In discussions with the government of India requesting temporary relief on import penalties/restrictions… https://t.co/pla865ZLne
"RT @cnntech: The Tesla Model X is the safest SUV ever tested, according to The National Highway Traffic Safety Administration. https://t.co…"
RT @jovanik21: @TheRealPortela @elonmusk @cnntech Best customer service I've ever received!!!
