"RT @OpenAI: How we've built our deep learning infrastructure, plus an open-source release: https://t.co/uLo6FitC66"
Thanks for the longstanding faith in SpaceX. We very much look forward to doing this milestone flight with you. https://t.co/U2UFez0OhY
