@davidepley Thanks :)
"@lougil_ace Taking action. Will be a 7 day grace period for $2500 ext warranty. Neg margin at that price, so must unfortunately raise."
RT @John_Gardi: @elonmusk You should point out this campaign wasn't started by TM but by concerned citizens that want a fair deal &amp; a futur…
Please support the White House petition to allow direct sales of cars to consumers in all states http://t.co/nHrH69MD3W
