@tzepr Certainly agree that it is first and foremost a triumph for humanity. The cheering is in good spirit.
@LifeOfRockstar I think so
@lukealization Max is just 3X Merlin thrust and min is ~40% of 1 Merlin. Two outer engines shut off before the center does.
"I love you too!
https://t.co/Cnmd7cONU3"
