"Btw, price of Model X is actually only $5k more than S. Lower cost versions coming later."
RT @Jalopnik: This is it! The Tesla Model X http://t.co/oefy3hs7X6 http://t.co/9xGLdZMNhe
"RT @TeslaMotors: Meet Model X. Watch it live here http://t.co/Iag2iwIi0l #ModelX
https://t.co/TkVQL5PP67"
RT @Gizmodo: Tesla's Model X is finally here! Here's all the stuff we didn't already know http://t.co/ihmIZ2Toc6 http://t.co/ajl85CZIV7
"RT @WIRED: Tesla's Model X SUV is finally here, and it's as wonderful as we'd hoped http://t.co/F0OZcHKYaQ http://t.co/S80ad5oiys"
