@VoltzCoreAudio @andygen21 @Teslarati A 9m diameter vehicle fits in our existing factories ...
"@andygen21 @Teslarati Yes, I postponed publishing in order to present the updated interplanetary rocket &amp; spaceship… https://t.co/eyTev6VyTw"
