"More importantly, @Chrysler failed to pay back $1.3B. Apart those 2 points, you were totally 1st http://t.co/0P2ZLDl67a"
"As many have already noted, @Chrysler is a division of Fiat, an Italian company. We specifically said first *US* company."
Interview with @BloombergNews about Tesla and DOE loan gets into some of the details http://t.co/xb0JVoPHNC
