@YoApp yo
"Regarding the watch, Jony &amp; his team created a beautiful design, but the functionality isn't compelling yet. By version 3, it will be."
"Yo, I don't hate Apple. It's a great company with a lot of talented people. I love their products and I'm glad they're doing an EV."
Peak temp increases due to climate change http://t.co/dThGhXd6MT
