"As mentioned at the beginning of the year, I'm expecting ~70% success rate on landings for the year. 2016 is the year of experimentation."
Looks like early liquid oxygen depletion caused engine shutdown just above the deck https://t.co/Sa6uCkpknY
"Turns out the landing was not as fast we thought, but still hard enough to destroy the primary airframe and accordion the engines"
@fucktyler Thanks Tyler
