RT @SpaceX: More launch and landing photos here https://t.co/vn4S8bV3x3 https://t.co/PvlU50ZJvh
@TheHackersNews @SpaceX Thanks
@rjcc yes
RT @SpaceX: 4K footage from chase plane https://t.co/ZtdZHadUos
RT @SpaceX: Onboard view of landing in high winds https://t.co/FedRzjYYyQ
"@levie Tickets to orbital hotels, the moon and Mars will be a lot less than people think."
"Just wanted to write a note of appreciation for all those who have supported Tesla, SpaceX &amp; SolarCity over the years. Thank you."
