Over 1000 km should be possible in a 100D with the right tires https://t.co/8czN3dVZE4
RT @karpathy: Excited to join Tesla as the Director of AI! https://t.co/5AdhaF40kM
@Painkiller606 Will be full regen cooled all the way out to the 3 meter (10 ft) nozzle diameter. Heat flux is nuts… https://t.co/F9jLd22g6K
@dadxseven No plans to change 100 kWh pack tech. You'll never worry about running out of range. Model 3 pack is abo… https://t.co/Xa0mcW2JJi
