Excellent explanation of the diff betw getting to orbit vs space (suggested by @MarkusvonRoder) https://t.co/7PD42mkIEz
Handing over the first Tesla Model S cars in Japan http://t.co/58fzUJBjVs
RT @WSJ: Lego has triumphed over Barbie. It's now the world's biggest toy company. http://t.co/fuHj8FbBty http://t.co/cfd2yFzMnD
