"Btw, this is not the very latest version. Will post an updated version with several late arriving corrections in a few hours."
Hyperloop Alpha at http://t.co/ZRTcT2b8bP and http://t.co/7cucKKprPB http://t.co/LYhuRxUntA
Pulled all nighter working on Hyperloop (as did others). Hopefully not too many mistakes. Will publish link at 1:30 PDT.
