"Churchill (non) quotes 
https://t.co/avA4YD6K6g"
RT @IridiumComm: Milestone Alert: The first ten #IridiumNEXT satellites are stacked and encapsulated in the Falcon 9 fairing. #NEXTevolutio…
@andrewket Almost there. Undergoing final validation. Might go out in next few days.
