"RT @Cmdr_Hadfield: Mars has 5 million cubic km of ice, enough to cover the whole planet to a depth of 35 m/ 115 ft. Just need to warm it up…"
The last of ten Iridium global communication satellites delivered to orbit several hundred miles… https://t.co/TG7hNkltQd
RT @SpaceX: Successful deployment of 10 @IridiumComm NEXT satellites to low-Earth orbit confirmed. https://t.co/w6pzeefmzO
RT @SpaceX: Falcon 9 first stage has landed on Just Read the Instructions. https://t.co/CS40cSiqSP
