"RT @WIRED: GM just announced that it is working toward an all-electric, zero-emissions future https://t.co/fjSzkACMEO"
"@YasserHZain @verge It would need to refill to return, but it could get to Jupiter with low payload"
@YasserHZain @verge Homes on Jupiter with solar-power *and* a Powerwall going right now for great price!
