"Cover drops on May 29. Actual flight design hardware of crew Dragon, not a mockup."
Sounds like this might be a good time to unveil the new Dragon Mk 2 spaceship that @SpaceX has been working on w @NASA. No trampoline needed
@micahgtb almost
@constrainedbyc no problem
@nitroc3ll yes
@KAlHomoud Superchargers in Canada will go live in 6 to 8 weeks. Update on forums shortly.
