"@WorldAndScience For reason I can't explain, I find #2 especially odd. Also, not a fan of #17. Has led too many peo… https://t.co/IcKQzQZj8q"
"@waitbutwhy Still agree with Tim's points. What ""you"" are is an evolving, mind-body pattern, but there's still a co… https://t.co/YOg2wD4lbJ"
@waitbutwhy Heisenberg's uncertainty principle &amp; practical limits of simultaneity in transfer make this exact thoug… https://t.co/Jf4AWzAGFY
