@FBeuster There will be a combined booster static fire. Maybe a few.
"Btw, that cloud is almost entirely steam, including dark parts (like a storm). This is what the launch looks like: https://t.co/chrhsz5iwn"
"Falcon Heavy is this times three. One way or another, launch is guaranteed to be exciting ... https://t.co/FPUNALj0Hd"
