"@newscientist The world's population is accelerating towards collapse, but few seem to notice or care"
@SpaceX @INTELSAT Thanks @INTELSAT! Really proud of the rocket and SpaceX team today. Min apogee requirement was 28… https://t.co/EvAel0OajT
