"RT @jeffmason1: ""You almost want to get in and take off, don't you?"" @POTUS says. https://t.co/DfAJOGyBWR"
@vicentes obviously wrong
"RT @TeslaMotors: ""Model X has proved both extraordinary and oddly unremarkable. Rating: ★★★★★"" @CARmagazine https://t.co/wUg7b3WaHB https:/…"
