Need to investigate the upper stage Z actuator. Was behaving strangely. Next launch attempt on Friday at 5am.
RT @SpaceX: F9 &amp; Dragon are vertical in advance of tmrw's 6:20am ET @NASA launch. Live launch webcast: http://t.co/tdni54hHPm http://t.co/B…
Taking questions now at http://t.co/CpOyWeAk0G
Background on our attempt to land Falcon 9 rocket on a station-keeping drone ship in the Atlantic http://t.co/yklReEpZO3
