"RT @cmleahey: Mars is looking pretty good right now, no? Meet the woman (@elonmusk's right hand @SpaceX ) working to get us there https://t…"
@theafterpipe Yes :)
Watching eclipse with sunglasses on through the Model S glass roof. Wow!
SpaceX rocket factory as seen from space https://t.co/JNsvMsNvQX
