"@RickandMorty Hell yeah, with that crew, we will party like Escobar and Cobain wish they could've partied!!"
@RickandMorty We should definitely get a room ...
"@RickandMorty I know that closet is nice and warm, but it's time you admitted you are one of the creators of the ne… https://t.co/A5vPrioiZ0"
@LoganJastremski I'm auditioning to be a roofing spokesmodel  in the greater Reno area
@RickandMorty The singularity for this level of the simulation is coming soon. I wonder what the levels above us lo… https://t.co/BBe3w78sIs
"@stapf The Tesla team has done this for many smaller islands around the world, but there is no scalability limit, s… https://t.co/HN5mWXRhgO"
@RickandMorty Final episode was disgustingly good
I believe I can fly https://t.co/nMBgPiAUJR
