"Rest in peace, Nelson Mandela. A man both good and great."
Should mention that the battery cells used for this are 200 Wh/kg vs 250 for Model S. No short term supply constraint.
Solar power w batteries will be the primary (not exclusive) means of sustainable energy production http://t.co/rvXBzQXbsc
