@FoxNews Batteries!
"Thoughtful Model 3 review by @tsrandall, one of the most insightful journalists https://t.co/cuIKJ9NglN"
"@SmileSimplify @notshahzeb @verge There are several dozen ship names in the Culture series, but I liked those best"
@verge Umm ... https://t.co/bjJ0lNYK35
